game,date,opponent,loc,win_loss,final_margin,shot_no,period,game_clock,shot_clock,dribbles,touch_time,shot_dist,pts_type,shot_result,defender,defender_dist
"NOV 05, 2014 - GSW vs. LAC",11/5/2014,LAC,H,W,17,2,2,8:35,3.2,8,8.4,13.8,2,missed,"Bullock, Reggie",2.2
"NOV 05, 2014 - GSW vs. LAC",11/5/2014,LAC,H,W,17,3,2,5:24,14.8,0,0.6,25,3,made,"Redick, JJ",2.3
"NOV 05, 2014 - GSW vs. LAC",11/5/2014,LAC,H,W,17,4,2,4:45,13,1,4.1,19.2,2,made,"Redick, JJ",4.4
"NOV 05, 2014 - GSW vs. LAC",11/5/2014,LAC,H,W,17,5,2,2:54,16.1,0,1.1,26.4,3,made,"Redick, JJ",5
"NOV 05, 2014 - GSW vs. LAC",11/5/2014,LAC,H,W,17,6,2,2:31,19.5,0,0.7,2.8,2,made,"Redick, JJ",1.6
"NOV 05, 2014 - GSW vs. LAC",11/5/2014,LAC,H,W,17,7,3,10:44,9.5,4,4.9,9.4,2,made,"Barnes, Matt",4.2
"NOV 05, 2014 - GSW vs. LAC",11/5/2014,LAC,H,W,17,8,3,6:59,11,4,4.5,26,3,made,"Barnes, Matt",4.2
"NOV 05, 2014 - GSW vs. LAC",11/5/2014,LAC,H,W,17,9,3,5:34,10.9,0,2.2,20.1,2,made,"Paul, Chris",2.3
"NOV 05, 2014 - GSW vs. LAC",11/5/2014,LAC,H,W,17,10,3,5:10,15.4,0,2.6,17.3,2,missed,"Paul, Chris",2.2
"NOV 05, 2014 - GSW vs. LAC",11/5/2014,LAC,H,W,17,11,4,6:39,12.2,0,1,23.9,3,missed,"Farmar, Jordan",2.2
"NOV 05, 2014 - GSW vs. LAC",11/5/2014,LAC,H,W,17,12,4,5:59,7.2,2,4.6,13.7,2,missed,"Farmar, Jordan",2.9
"NOV 05, 2014 - GSW vs. LAC",11/5/2014,LAC,H,W,17,13,4,4:37,22.4,0,1.3,16.2,2,missed,"Cunningham, Jared",1.8
"NOV 08, 2014 - GSW @ HOU",11/8/2014,HOU,A,W,11,1,1,10:47,5.6,0,0.9,25,3,missed,"Ariza, Trevor",8
"NOV 08, 2014 - GSW @ HOU",11/8/2014,HOU,A,W,11,2,2,8:33,15.9,9,8,14.5,2,missed,"Papanikolaou, Kostas",4.8
"NOV 08, 2014 - GSW @ HOU",11/8/2014,HOU,A,W,11,3,2,7:55,3.5,7,5.5,2.9,2,missed,"Black, Tarik",0.6
"NOV 08, 2014 - GSW @ HOU",11/8/2014,HOU,A,W,11,4,3,11:44,8.2,0,0.9,22.9,3,missed,"Ariza, Trevor",8.4
"NOV 08, 2014 - GSW @ HOU",11/8/2014,HOU,A,W,11,5,3,11:28,18.6,2,1.9,4.2,2,made,"Papanikolaou, Kostas",2.4
"NOV 08, 2014 - GSW @ HOU",11/8/2014,HOU,A,W,11,6,3,10:59,18.8,0,0.7,24.1,3,missed,"Harden, James",4.4
"NOV 08, 2014 - GSW @ HOU",11/8/2014,HOU,A,W,11,7,3,9:34,14,9,8,2.6,2,made,"Papanikolaou, Kostas",3.2
"NOV 08, 2014 - GSW @ HOU",11/8/2014,HOU,A,W,11,8,3,6:31,8.1,1,2.9,5.1,2,made,"Motiejunas, Donatas",4.5
"NOV 08, 2014 - GSW @ HOU",11/8/2014,HOU,A,W,11,9,3,3:53,16.9,6,6.2,1.8,2,missed,"Motiejunas, Donatas",1.9
"NOV 08, 2014 - GSW @ HOU",11/8/2014,HOU,A,W,11,10,3,2:52,13.2,0,0.8,21.6,2,missed,"Terry, Jason",2.2
"NOV 08, 2014 - GSW @ HOU",11/8/2014,HOU,A,W,11,11,3,1:08,11.6,4,3,18.1,2,missed,"Harden, James",2.4
"NOV 08, 2014 - GSW @ HOU",11/8/2014,HOU,A,W,11,12,3,0:01,,0,0.9,45.3,3,missed,"Canaan, Isaiah",4.1
"NOV 08, 2014 - GSW @ HOU",11/8/2014,HOU,A,W,11,13,4,5:46,10.8,0,0.8,25.4,3,missed,"Canaan, Isaiah",4.5
"NOV 08, 2014 - GSW @ HOU",11/8/2014,HOU,A,W,11,14,4,3:47,7.9,0,0.9,19.2,2,missed,"Harden, James",5.2
"NOV 08, 2014 - GSW @ HOU",11/8/2014,HOU,A,W,11,15,4,3:18,20.1,0,0.8,22.3,3,missed,"Terry, Jason",3.9
"NOV 08, 2014 - GSW @ HOU",11/8/2014,HOU,A,W,11,16,4,1:50,8.8,1,1.8,7.9,2,missed,"Motiejunas, Donatas",1
"NOV 11, 2014 - GSW vs. SAS",11/11/2014,SAS,H,L,-13,1,1,9:35,10.8,1,1.1,16.3,2,missed,"Green, Danny",3.2
"NOV 11, 2014 - GSW vs. SAS",11/11/2014,SAS,H,L,-13,2,1,5:17,15,7,7.4,21.3,2,missed,"Ginobili, Manu",3.3
"NOV 11, 2014 - GSW vs. SAS",11/11/2014,SAS,H,L,-13,3,1,4:42,11,0,0.6,10.3,2,made,"Leonard, Kawhi",2.9
"NOV 11, 2014 - GSW vs. SAS",11/11/2014,SAS,H,L,-13,4,2,9:10,15.9,4,4.3,12.8,2,missed,"Green, Danny",4.5
"NOV 11, 2014 - GSW vs. SAS",11/11/2014,SAS,H,L,-13,5,2,8:44,11.8,0,1,24.3,3,made,"Green, Danny",6.4
"NOV 11, 2014 - GSW vs. SAS",11/11/2014,SAS,H,L,-13,6,2,7:50,9.8,1,1.5,10.8,2,missed,"Green, Danny",3.4
"NOV 11, 2014 - GSW vs. SAS",11/11/2014,SAS,H,L,-13,7,2,6:16,14,0,0,3.7,2,missed,"Duncan, Tim",1.8
"NOV 11, 2014 - GSW vs. SAS",11/11/2014,SAS,H,L,-13,8,2,3:10,12.6,2,3.8,4.5,2,made,"Green, Danny",3.6
"NOV 11, 2014 - GSW vs. SAS",11/11/2014,SAS,H,L,-13,9,3,11:42,6.6,0,0.9,24.9,3,made,"Green, Danny",15.8
"NOV 11, 2014 - GSW vs. SAS",11/11/2014,SAS,H,L,-13,10,3,9:51,15.7,0,0.8,24.7,3,made,"Green, Danny",3.2
"NOV 11, 2014 - GSW vs. SAS",11/11/2014,SAS,H,L,-13,11,3,7:47,11.5,2,3,20.6,2,missed,"Green, Danny",2.7
"NOV 11, 2014 - GSW vs. SAS",11/11/2014,SAS,H,L,-13,12,3,7:42,23.4,0,0.5,22.5,3,missed,"Green, Danny",3.6
"NOV 11, 2014 - GSW vs. SAS",11/11/2014,SAS,H,L,-13,13,3,1:02,9,2,3.3,3.9,2,made,"Baynes, Aron",0.2
"NOV 11, 2014 - GSW vs. SAS",11/11/2014,SAS,H,L,-13,14,4,8:01,16.2,4,3.6,17,2,made,"Joseph, Cory",4.3
"NOV 11, 2014 - GSW vs. SAS",11/11/2014,SAS,H,L,-13,15,4,7:02,13.4,0,0.8,22.9,3,made,"Parker, Tony",4.9
"NOV 11, 2014 - GSW vs. SAS",11/11/2014,SAS,H,L,-13,16,4,5:28,11.2,2,1.6,9.3,2,missed,"Leonard, Kawhi",2.4
"NOV 11, 2014 - GSW vs. SAS",11/11/2014,SAS,H,L,-13,17,4,2:18,16.6,1,1.2,23.9,3,made,"Diaw, Boris",2.6
"NOV 13, 2014 - GSW vs. BKN",11/13/2014,BKN,H,W,8,1,1,11:00,17.3,0,-0.1,23.9,3,missed,"Bogdanovic, Bojan",4.2
"NOV 13, 2014 - GSW vs. BKN",11/13/2014,BKN,H,W,8,2,1,8:31,17.1,1,1.8,20,2,missed,"Bogdanovic, Bojan",2.7
"NOV 13, 2014 - GSW vs. BKN",11/13/2014,BKN,H,W,8,3,1,8:13,18.8,2,3.3,15.2,2,made,"Bogdanovic, Bojan",3
"NOV 13, 2014 - GSW vs. BKN",11/13/2014,BKN,H,W,8,4,1,5:47,18.1,4,5,7,2,missed,"Williams, Deron",1.9
"NOV 13, 2014 - GSW vs. BKN",11/13/2014,BKN,H,W,8,5,1,5:15,17.4,0,0.7,24,3,made,"Bogdanovic, Bojan",5.3
"NOV 13, 2014 - GSW vs. BKN",11/13/2014,BKN,H,W,8,6,1,4:11,17,1,4.3,9.4,2,missed,"Bogdanovic, Bojan",2
"NOV 13, 2014 - GSW vs. BKN",11/13/2014,BKN,H,W,8,7,1,3:23,2.8,3,3.2,4.2,2,missed,"Lopez, Brook",4.3
"NOV 13, 2014 - GSW vs. BKN",11/13/2014,BKN,H,W,8,8,2,6:01,6.7,0,1.2,24.4,3,made,"Anderson, Alan",3.8
"NOV 13, 2014 - GSW vs. BKN",11/13/2014,BKN,H,W,8,9,2,1:28,18.4,0,0.7,24.1,3,made,"Bogdanovic, Bojan",3.4
"NOV 13, 2014 - GSW vs. BKN",11/13/2014,BKN,H,W,8,10,3,10:47,16.2,0,1.1,24.3,3,missed,"Bogdanovic, Bojan",3.5
"NOV 13, 2014 - GSW vs. BKN",11/13/2014,BKN,H,W,8,11,3,9:46,13.2,0,1.3,21.9,3,missed,"Williams, Deron",19.6
"NOV 13, 2014 - GSW vs. BKN",11/13/2014,BKN,H,W,8,12,3,8:34,11.1,0,0.9,15.8,2,missed,"Bogdanovic, Bojan",2.1
"NOV 13, 2014 - GSW vs. BKN",11/13/2014,BKN,H,W,8,13,3,8:14,15.4,0,0.7,1,2,missed,"Johnson, Joe",1.7
"NOV 13, 2014 - GSW vs. BKN",11/13/2014,BKN,H,W,8,14,3,4:28,9.3,1,2.4,3,2,made,"Plumlee, Mason",1.1
"NOV 13, 2014 - GSW vs. BKN",11/13/2014,BKN,H,W,8,15,4,9:08,9,0,2.1,21.6,3,missed,"Anderson, Alan",7.1
"NOV 13, 2014 - GSW vs. BKN",11/13/2014,BKN,H,W,8,16,4,5:50,5.2,2,2.3,14.4,2,missed,"Anderson, Alan",3.5
"NOV 13, 2014 - GSW vs. BKN",11/13/2014,BKN,H,W,8,17,4,5:01,8,0,0.4,16.4,2,missed,"Anderson, Alan",4.3
"NOV 13, 2014 - GSW vs. BKN",11/13/2014,BKN,H,W,8,18,4,4:41,6.9,3,3.2,6.3,2,made,"Lopez, Brook",5.4
"NOV 13, 2014 - GSW vs. BKN",11/13/2014,BKN,H,W,8,19,4,3:35,2.7,0,0.9,16,2,missed,"Jack, Jarrett",3.5
"NOV 13, 2014 - GSW vs. BKN",11/13/2014,BKN,H,W,8,20,4,2:34,13.4,0,0.7,24.7,3,made,"Johnson, Joe",10
"NOV 13, 2014 - GSW vs. BKN",11/13/2014,BKN,H,W,8,21,4,1:15,7.8,0,1.1,0.9,2,made,"Johnson, Joe",0.8
"NOV 13, 2014 - GSW vs. BKN",11/13/2014,BKN,H,W,8,22,4,0:49,6.7,0,0.7,22.7,3,missed,"Anderson, Alan",3.4
"NOV 15, 2014 - GSW vs. CHA",11/15/2014,CHA,H,W,25,1,1,8:18,14.3,0,1,20.1,2,missed,"Stephenson, Lance",5
"NOV 15, 2014 - GSW vs. CHA",11/15/2014,CHA,H,W,25,2,1,5:21,20.2,0,1,26.7,3,missed,"Henderson, Gerald",3.6
"NOV 15, 2014 - GSW vs. CHA",11/15/2014,CHA,H,W,25,3,1,4:59,14.1,0,0.4,19.5,2,missed,"Stephenson, Lance",5.3
"NOV 15, 2014 - GSW vs. CHA",11/15/2014,CHA,H,W,25,4,2,7:18,12.7,3,3.9,5.5,2,made,"Williams, Marvin",1.8
"NOV 15, 2014 - GSW vs. CHA",11/15/2014,CHA,H,W,25,5,2,6:29,16.9,1,2.2,24.7,3,made,"Stephenson, Lance",4.7
"NOV 15, 2014 - GSW vs. CHA",11/15/2014,CHA,H,W,25,6,2,5:34,16.7,4,3.1,4.7,2,made,"Jefferson, Al",0.5
"NOV 15, 2014 - GSW vs. CHA",11/15/2014,CHA,H,W,25,7,2,5:14,16,1,1.1,13.2,2,missed,"Neal, Gary",3
"NOV 15, 2014 - GSW vs. CHA",11/15/2014,CHA,H,W,25,8,2,4:55,19.4,0,1,23,3,made,"Williams, Marvin",5.6
"NOV 15, 2014 - GSW vs. CHA",11/15/2014,CHA,H,W,25,9,2,3:50,20.7,0,0.5,4.7,2,made,"Walker, Kemba",1.9
"NOV 15, 2014 - GSW vs. CHA",11/15/2014,CHA,H,W,25,10,2,0:16,7.8,0,0.7,24.2,3,made,"Henderson, Gerald",6.2
"NOV 15, 2014 - GSW vs. CHA",11/15/2014,CHA,H,W,25,11,3,7:16,14.4,0,1.1,26.5,3,missed,"Stephenson, Lance",2.3
"NOV 15, 2014 - GSW vs. CHA",11/15/2014,CHA,H,W,25,12,3,5:47,20.4,0,0.8,23.1,3,made,"Jefferson, Al",9.1
"NOV 15, 2014 - GSW vs. CHA",11/15/2014,CHA,H,W,25,13,3,4:06,20.2,4,4.1,15.7,2,missed,"Stephenson, Lance",6.5
"NOV 16, 2014 - GSW @ LAL",11/16/2014,LAL,A,W,21,1,1,11:40,4.3,4,3.3,20.5,2,missed,"Hill, Jordan",5.4
"NOV 16, 2014 - GSW @ LAL",11/16/2014,LAL,A,W,21,2,1,9:24,18,3,3.3,4.6,2,made,"Bryant, Kobe",1.7
"NOV 16, 2014 - GSW @ LAL",11/16/2014,LAL,A,W,21,3,1,7:39,21.7,3,3.7,26.3,3,missed,"Johnson, Wesley",4.5
"NOV 16, 2014 - GSW @ LAL",11/16/2014,LAL,A,W,21,4,2,8:20,13,0,4,17.9,2,made,"Clarkson, Jordan",5
"NOV 16, 2014 - GSW @ LAL",11/16/2014,LAL,A,W,21,5,2,5:33,16.2,2,1.2,25.6,3,missed,"Johnson, Wesley",3.2
"NOV 16, 2014 - GSW @ LAL",11/16/2014,LAL,A,W,21,6,2,0:37,14.6,1,1.2,18.6,2,made,"Johnson, Wesley",3.3
"NOV 16, 2014 - GSW @ LAL",11/16/2014,LAL,A,W,21,7,2,0:00,,1,2.2,30.8,3,missed,"Lin, Jeremy",4.4
"NOV 16, 2014 - GSW @ LAL",11/16/2014,LAL,A,W,21,8,3,5:25,9.7,0,0.7,24.4,3,made,"Johnson, Wesley",4.2
"NOV 16, 2014 - GSW @ LAL",11/16/2014,LAL,A,W,21,9,3,4:16,12.8,0,0.7,24.6,3,made,"Johnson, Wesley",8.7
"NOV 16, 2014 - GSW @ LAL",11/16/2014,LAL,A,W,21,10,3,2:41,19.4,0,1.1,25.6,3,missed,"Hill, Jordan",6.9
"NOV 16, 2014 - GSW @ LAL",11/16/2014,LAL,A,W,21,11,3,0:27,11,10,11.1,26.2,3,missed,"Davis, Ed",6.1
"NOV 21, 2014 - GSW vs. UTA",11/21/2014,UTA,H,W,13,1,1,11:47,11.4,2,4.2,2.1,2,missed,"Burks, Alec",2.1
"NOV 21, 2014 - GSW vs. UTA",11/21/2014,UTA,H,W,13,2,1,11:05,1.1,0,0.7,25.2,3,made,"Burks, Alec",4
"NOV 21, 2014 - GSW vs. UTA",11/21/2014,UTA,H,W,13,3,1,9:49,17.1,0,0.7,24.6,3,missed,"Burke, Trey",6.9
"NOV 21, 2014 - GSW vs. UTA",11/21/2014,UTA,H,W,13,4,1,7:01,10,0,0.8,18.4,2,made,"Burks, Alec",4.2
"NOV 21, 2014 - GSW vs. UTA",11/21/2014,UTA,H,W,13,5,1,5:44,17.4,0,0.3,4.6,2,made,"Burks, Alec",1.2
"NOV 21, 2014 - GSW vs. UTA",11/21/2014,UTA,H,W,13,6,1,4:33,14.9,0,1,24.4,3,missed,"Favors, Derrick",8.5
"NOV 21, 2014 - GSW vs. UTA",11/21/2014,UTA,H,W,13,7,2,7:21,14.7,2,2.1,13.9,2,made,"Burke, Trey",2.7
"NOV 21, 2014 - GSW vs. UTA",11/21/2014,UTA,H,W,13,8,2,3:21,18,0,0.7,25.5,3,missed,"Booker, Trevor",6.7
"NOV 21, 2014 - GSW vs. UTA",11/21/2014,UTA,H,W,13,9,3,11:33,14.1,0,0.7,16.2,2,made,"Burks, Alec",2
"NOV 21, 2014 - GSW vs. UTA",11/21/2014,UTA,H,W,13,10,3,10:38,20.7,1,0.9,5.6,2,made,"Hayward, Gordon",4.8
"NOV 21, 2014 - GSW vs. UTA",11/21/2014,UTA,H,W,13,11,3,5:44,24,0,2.7,27.4,3,missed,"Burke, Trey",7.5
"NOV 23, 2014 - GSW @ OKC",11/23/2014,OKC,A,W,5,1,1,11:46,11.7,0,1,23.7,2,made,"Roberson, Andre",4.7
"NOV 23, 2014 - GSW @ OKC",11/23/2014,OKC,A,W,5,2,1,10:17,16.2,2,1.9,12.8,2,missed,"Jackson, Reggie",2
"NOV 23, 2014 - GSW @ OKC",11/23/2014,OKC,A,W,5,3,1,6:45,9.4,1,1.3,24.7,3,missed,"Adams, Steven",5.8
"NOV 23, 2014 - GSW @ OKC",11/23/2014,OKC,A,W,5,4,1,6:24,17.7,1,1.7,4.9,2,missed,"Roberson, Andre",3.2
"NOV 23, 2014 - GSW @ OKC",11/23/2014,OKC,A,W,5,5,1,6:02,18.4,6,6.2,5.2,2,missed,"Jackson, Reggie",2.5
"NOV 23, 2014 - GSW @ OKC",11/23/2014,OKC,A,W,5,6,2,8:49,8.8,1,2,24.6,3,made,"Lamb, Jeremy",2.7
"NOV 23, 2014 - GSW @ OKC",11/23/2014,OKC,A,W,5,7,2,6:54,13,0,0.9,24.8,3,made,"Jackson, Reggie",8.8
"NOV 23, 2014 - GSW @ OKC",11/23/2014,OKC,A,W,5,8,2,6:16,14.1,0,1.3,24.4,3,missed,"Jackson, Reggie",4
"NOV 23, 2014 - GSW @ OKC",11/23/2014,OKC,A,W,5,9,2,5:01,7.2,5,4.3,6.4,2,missed,"Roberson, Andre",2.7
"NOV 23, 2014 - GSW @ OKC",11/23/2014,OKC,A,W,5,10,2,1:24,15.5,0,0.8,25,3,made,"Jackson, Reggie",6.3
"NOV 23, 2014 - GSW @ OKC",11/23/2014,OKC,A,W,5,11,2,0:53,9.3,1,1.4,23.4,3,missed,"Jackson, Reggie",6.6
"NOV 23, 2014 - GSW @ OKC",11/23/2014,OKC,A,W,5,12,2,0:26,15,0,0.7,23,3,made,"Jackson, Reggie",5.8
"NOV 23, 2014 - GSW @ OKC",11/23/2014,OKC,A,W,5,13,3,11:08,16.5,3,5.2,13,2,missed,"Jackson, Reggie",4.3
"NOV 23, 2014 - GSW @ OKC",11/23/2014,OKC,A,W,5,14,3,9:56,17,6,7.5,4.8,2,missed,"Roberson, Andre",0.7
"NOV 23, 2014 - GSW @ OKC",11/23/2014,OKC,A,W,5,15,3,8:34,17,0,0.8,24.3,3,missed,"Roberson, Andre",3.4
"NOV 23, 2014 - GSW @ OKC",11/23/2014,OKC,A,W,5,16,3,5:33,18.5,5,5.9,25.6,3,missed,"Roberson, Andre",4.5
"NOV 23, 2014 - GSW @ OKC",11/23/2014,OKC,A,W,5,17,4,10:02,10.4,0,0.7,26.2,3,missed,"Lamb, Jeremy",3.7
"NOV 23, 2014 - GSW @ OKC",11/23/2014,OKC,A,W,5,18,4,8:19,14.8,0,0.7,16.8,2,made,"Lamb, Jeremy",2.4
"NOV 23, 2014 - GSW @ OKC",11/23/2014,OKC,A,W,5,19,4,6:41,23.5,0,0.7,15.4,2,missed,"Roberson, Andre",4.1
