game,date,opponent,loc,win_loss,final_margin,shot_no,period,game_clock,shot_clock,dribbles,touch_time,shot_dist,pts_type,shot_result,defender,defender_dist
"NOV 23, 2014 - GSW @ OKC",11/23/2014,OKC,A,W,5,20,4,6:36,21.8,0,1,25.5,3,missed,"Roberson, Andre",6.9
"NOV 25, 2014 - GSW @ MIA",11/25/2014,MIA,A,W,17,1,1,11:31,18.3,1,2.1,4.6,2,missed,"Chalmers, Mario",3
"NOV 25, 2014 - GSW @ MIA",11/25/2014,MIA,A,W,17,2,1,10:46,14.1,1,1.8,3.4,2,made,"Deng, Luol",2.1
"NOV 25, 2014 - GSW @ MIA",11/25/2014,MIA,A,W,17,3,1,4:49,8,2,2.2,12.9,2,made,"Ennis, James",4.2
"NOV 25, 2014 - GSW @ MIA",11/25/2014,MIA,A,W,17,4,2,7:20,10.3,1,1.1,23.3,2,missed,"Deng, Luol",5.4
"NOV 25, 2014 - GSW @ MIA",11/25/2014,MIA,A,W,17,5,2,6:44,13,0,0.7,24.6,3,missed,"Deng, Luol",3.5
"NOV 25, 2014 - GSW @ MIA",11/25/2014,MIA,A,W,17,6,2,5:36,5.9,1,1.4,25.2,3,made,"Williams, Shawne",5.8
"NOV 25, 2014 - GSW @ MIA",11/25/2014,MIA,A,W,17,7,2,1:47,11.5,2,2.3,21.2,2,made,"Cole, Norris",4.8
"NOV 25, 2014 - GSW @ MIA",11/25/2014,MIA,A,W,17,8,2,0:47,8.5,1,5.4,11.9,2,made,"Chalmers, Mario",3.9
"NOV 25, 2014 - GSW @ MIA",11/25/2014,MIA,A,W,17,9,3,11:47,9.9,0,0.7,19.5,2,missed,"Chalmers, Mario",5.1
"NOV 25, 2014 - GSW @ MIA",11/25/2014,MIA,A,W,17,10,3,10:48,16.8,0,0.7,23.5,3,missed,"Chalmers, Mario",3.6
"NOV 25, 2014 - GSW @ MIA",11/25/2014,MIA,A,W,17,11,3,10:06,9.1,2,2.3,4.5,2,missed,"Deng, Luol",2.4
"NOV 25, 2014 - GSW @ MIA",11/25/2014,MIA,A,W,17,12,3,8:33,6.5,1,2.3,6.7,2,made,"Deng, Luol",6.8
"NOV 25, 2014 - GSW @ MIA",11/25/2014,MIA,A,W,17,13,3,8:04,16.9,3,3,3.5,2,made,"Deng, Luol",1.8
"NOV 25, 2014 - GSW @ MIA",11/25/2014,MIA,A,W,17,14,3,1:22,9.6,1,1.8,2.6,2,made,"Chalmers, Mario",2.8
"NOV 25, 2014 - GSW @ MIA",11/25/2014,MIA,A,W,17,15,4,9:17,23.3,0,4,32.7,3,missed,"Bosh, Chris",22.2
"NOV 25, 2014 - GSW @ MIA",11/25/2014,MIA,A,W,17,16,4,8:55,13.2,0,0.5,18.8,2,missed,"Cole, Norris",2.3
"NOV 25, 2014 - GSW @ MIA",11/25/2014,MIA,A,W,17,17,4,8:05,22.8,0,1.1,23.6,3,missed,"Cole, Norris",12.4
"NOV 25, 2014 - GSW @ MIA",11/25/2014,MIA,A,W,17,18,4,4:33,7.6,0,0.9,22.9,3,made,"Chalmers, Mario",3.2
"NOV 25, 2014 - GSW @ MIA",11/25/2014,MIA,A,W,17,19,4,2:53,6.2,0,1.1,27,3,made,"Cole, Norris",7.3
"NOV 26, 2014 - GSW @ ORL",11/26/2014,ORL,A,W,15,1,1,10:51,12.6,3,3.3,5.5,2,made,"Frye, Channing",2.8
"NOV 26, 2014 - GSW @ ORL",11/26/2014,ORL,A,W,15,2,1,9:57,16.4,0,1,17.3,2,made,"Frye, Channing",3.9
"NOV 26, 2014 - GSW @ ORL",11/26/2014,ORL,A,W,15,3,1,9:30,14.9,2,2,20.4,2,missed,"Fournier, Evan",3.5
"NOV 26, 2014 - GSW @ ORL",11/26/2014,ORL,A,W,15,4,1,7:20,6,2,3.5,5.3,2,missed,"Vucevic, Nikola",3.4
"NOV 26, 2014 - GSW @ ORL",11/26/2014,ORL,A,W,15,5,1,5:44,4,2,5,7.8,2,missed,"Oladipo, Victor",0
"NOV 26, 2014 - GSW @ ORL",11/26/2014,ORL,A,W,15,6,1,5:09,22.2,0,0.8,24.6,3,missed,"Payton, Elfrid",7.9
"NOV 26, 2014 - GSW @ ORL",11/26/2014,ORL,A,W,15,7,2,5:25,13.9,2,2.4,7,2,made,"Fournier, Evan",3.6
"NOV 26, 2014 - GSW @ ORL",11/26/2014,ORL,A,W,15,8,2,4:00,14.5,0,1,14.7,2,made,"Fournier, Evan",4.7
"NOV 26, 2014 - GSW @ ORL",11/26/2014,ORL,A,W,15,9,2,1:37,12.5,2,2.1,19,2,missed,"Vucevic, Nikola",8.9
"NOV 26, 2014 - GSW @ ORL",11/26/2014,ORL,A,W,15,10,3,11:20,6.5,3,3,1.8,2,missed,"Frye, Channing",1.6
"NOV 26, 2014 - GSW @ ORL",11/26/2014,ORL,A,W,15,11,3,9:02,17.2,1,1.1,16.8,2,missed,"Fournier, Evan",1.8
"NOV 26, 2014 - GSW @ ORL",11/26/2014,ORL,A,W,15,12,3,8:32,18.4,2,2.1,4.9,2,made,"Vucevic, Nikola",3.2
"NOV 26, 2014 - GSW @ ORL",11/26/2014,ORL,A,W,15,13,3,5:25,12.4,0,1,26,3,missed,"Frye, Channing",5.4
"NOV 26, 2014 - GSW @ ORL",11/26/2014,ORL,A,W,15,14,3,3:26,13.5,0,0.7,21.4,2,made,"Fournier, Evan",4.9
"NOV 28, 2014 - GSW @ CHA",11/28/2014,CHA,A,W,5,1,1,10:11,13.9,1,1.5,6.7,2,missed,"Henderson, Gerald",3.5
"NOV 28, 2014 - GSW @ CHA",11/28/2014,CHA,A,W,5,2,1,9:15,19.7,2,2.8,1.1,2,missed,"Henderson, Gerald",2.7
"NOV 28, 2014 - GSW @ CHA",11/28/2014,CHA,A,W,5,3,1,6:47,11.9,4,6.7,20.1,2,missed,"Stephenson, Lance",4
"NOV 28, 2014 - GSW @ CHA",11/28/2014,CHA,A,W,5,4,1,6:46,11.1,0,0.2,19.7,2,missed,"Walker, Kemba",2.6
"NOV 28, 2014 - GSW @ CHA",11/28/2014,CHA,A,W,5,5,1,6:26,8.5,1,1.2,17.4,2,made,"Henderson, Gerald",3.8
"NOV 28, 2014 - GSW @ CHA",11/28/2014,CHA,A,W,5,6,2,9:13,5,0,1.6,14.5,2,missed,"Roberts, Brian",2.5
"NOV 28, 2014 - GSW @ CHA",11/28/2014,CHA,A,W,5,7,2,7:28,9.9,0,0.6,2.9,2,made,"Roberts, Brian",2.9
"NOV 28, 2014 - GSW @ CHA",11/28/2014,CHA,A,W,5,8,2,6:32,16.3,1,1.7,16.1,2,missed,"Roberts, Brian",2.4
"NOV 28, 2014 - GSW @ CHA",11/28/2014,CHA,A,W,5,9,2,4:37,12.4,3,3.3,9.1,2,missed,"Jefferson, Al",3.6
"NOV 28, 2014 - GSW @ CHA",11/28/2014,CHA,A,W,5,10,2,2:27,7.2,2,4.2,4.9,2,missed,"Roberts, Brian",1.5
"NOV 28, 2014 - GSW @ CHA",11/28/2014,CHA,A,W,5,11,2,2:25,24,0,0.1,0.7,2,made,"Jefferson, Al",3.2
"NOV 28, 2014 - GSW @ CHA",11/28/2014,CHA,A,W,5,12,2,0:34,14,3,2.6,17,2,made,"Roberts, Brian",3.5
"NOV 28, 2014 - GSW @ CHA",11/28/2014,CHA,A,W,5,13,3,10:12,14,3,3,9.6,2,missed,"Henderson, Gerald",5.5
"NOV 28, 2014 - GSW @ CHA",11/28/2014,CHA,A,W,5,14,3,9:23,19,5,5.1,26.7,3,missed,"Stephenson, Lance",6.8
"NOV 28, 2014 - GSW @ CHA",11/28/2014,CHA,A,W,5,15,3,8:16,15.7,0,0.7,24,3,made,"Henderson, Gerald",4.4
"NOV 28, 2014 - GSW @ CHA",11/28/2014,CHA,A,W,5,16,3,7:40,8,1,1,24.6,2,missed,"Henderson, Gerald",4.2
"NOV 28, 2014 - GSW @ CHA",11/28/2014,CHA,A,W,5,17,3,6:34,14.3,2,1.5,18.3,2,missed,"Henderson, Gerald",2.5
"NOV 28, 2014 - GSW @ CHA",11/28/2014,CHA,A,W,5,18,3,5:43,16.4,7,7.2,24.6,3,made,"Stephenson, Lance",4.9
"NOV 28, 2014 - GSW @ CHA",11/28/2014,CHA,A,W,5,19,3,4:44,18.4,6,5.9,5.9,2,missed,"Zeller, Cody",3.5
"NOV 28, 2014 - GSW @ CHA",11/28/2014,CHA,A,W,5,20,3,3:41,22.1,0,0.7,25.2,3,missed,"Walker, Kemba",4.7
"NOV 28, 2014 - GSW @ CHA",11/28/2014,CHA,A,W,5,21,4,4:33,20.3,1,1.5,26,3,made,"Roberts, Brian",5.3
"NOV 28, 2014 - GSW @ CHA",11/28/2014,CHA,A,W,5,22,4,3:58,14.5,0,0.6,18.7,2,missed,"Roberts, Brian",0.2
"NOV 30, 2014 - GSW @ DET",11/30/2014,DET,A,W,11,1,1,10:33,10,2,2.2,2.8,2,made,"Drummond, Andre",1.9
"NOV 30, 2014 - GSW @ DET",11/30/2014,DET,A,W,11,2,1,10:08,16.4,0,7.5,0.6,2,missed,"Singler, Kyle",3.6
"NOV 30, 2014 - GSW @ DET",11/30/2014,DET,A,W,11,3,1,8:03,19.7,3,2.9,2,2,made,"Drummond, Andre",2.8
"NOV 30, 2014 - GSW @ DET",11/30/2014,DET,A,W,11,4,1,4:44,18.9,0,0.4,20.8,2,missed,"Caldwell-Pope, Kentavious",3.4
"NOV 30, 2014 - GSW @ DET",11/30/2014,DET,A,W,11,5,2,9:36,16.6,1,2.9,10.7,2,missed,"Augustin, D.J.",3.8
"NOV 30, 2014 - GSW @ DET",11/30/2014,DET,A,W,11,6,2,6:32,14,2,2,3.6,2,missed,"Butler, Caron",3.9
"NOV 30, 2014 - GSW @ DET",11/30/2014,DET,A,W,11,7,2,3:41,4,0,0.8,25.3,3,made,"Martin, Cartier",4.4
"NOV 30, 2014 - GSW @ DET",11/30/2014,DET,A,W,11,8,3,8:17,10.3,5,4.8,6.9,2,missed,"Singler, Kyle",3.3
"NOV 30, 2014 - GSW @ DET",11/30/2014,DET,A,W,11,9,3,6:20,7.3,1,1.3,25.3,3,made,"Jennings, Brandon",4.4
"NOV 30, 2014 - GSW @ DET",11/30/2014,DET,A,W,11,10,4,7:35,8.1,2,3.2,10.4,2,missed,"Caldwell-Pope, Kentavious",3.6
"NOV 30, 2014 - GSW @ DET",11/30/2014,DET,A,W,11,11,4,3:16,14.2,0,0.7,1.9,2,made,"Smith, Josh",5.2
"DEC 02, 2014 - GSW vs. ORL",12/2/2014,ORL,H,W,1,1,1,10:47,18.5,0,0.9,23.8,3,made,"Frye, Channing",10.6
"DEC 02, 2014 - GSW vs. ORL",12/2/2014,ORL,H,W,1,2,1,10:19,19.7,5,4,25.1,3,missed,"Fournier, Evan",4.3
"DEC 02, 2014 - GSW vs. ORL",12/2/2014,ORL,H,W,1,3,2,4:24,15,4,5,7.9,2,missed,"Green, Willie",1.5
"DEC 02, 2014 - GSW vs. ORL",12/2/2014,ORL,H,W,1,4,2,2:05,8.4,1,1.3,20,2,made,"Fournier, Evan",2.2
"DEC 02, 2014 - GSW vs. ORL",12/2/2014,ORL,H,W,1,5,2,1:04,16,8,8.5,22.8,2,made,"Frye, Channing",5.7
"DEC 02, 2014 - GSW vs. ORL",12/2/2014,ORL,H,W,1,6,3,11:05,16.1,0,0.9,27.2,3,missed,"Fournier, Evan",4.9
"DEC 02, 2014 - GSW vs. ORL",12/2/2014,ORL,H,W,1,7,3,8:20,17.7,1,1.8,3.8,2,made,"Harris, Tobias",4.7
"DEC 02, 2014 - GSW vs. ORL",12/2/2014,ORL,H,W,1,8,3,7:08,17.1,5,6.4,5.8,2,missed,"Frye, Channing",1.5
"DEC 02, 2014 - GSW vs. ORL",12/2/2014,ORL,H,W,1,9,3,4:52,13.1,0,0.6,20.1,2,missed,"Fournier, Evan",3.1
"DEC 02, 2014 - GSW vs. ORL",12/2/2014,ORL,H,W,1,10,3,4:31,13.3,0,0.8,21.9,3,missed,"Frye, Channing",18.2
"DEC 02, 2014 - GSW vs. ORL",12/2/2014,ORL,H,W,1,11,4,6:51,7,3,5.5,1.9,2,missed,"Oladipo, Victor",1.7
"DEC 02, 2014 - GSW vs. ORL",12/2/2014,ORL,H,W,1,12,4,6:13,9.6,6,5.6,6.9,2,made,"Harris, Tobias",3.2
"DEC 02, 2014 - GSW vs. ORL",12/2/2014,ORL,H,W,1,13,4,5:38,7.7,1,3.6,25.6,3,made,"Harris, Tobias",4.7
"DEC 02, 2014 - GSW vs. ORL",12/2/2014,ORL,H,W,1,14,4,2:58,16.9,7,7.1,26.5,3,made,"Harris, Tobias",4.2
"DEC 02, 2014 - GSW vs. ORL",12/2/2014,ORL,H,W,1,15,4,2:20,7.2,0,0.6,22.7,3,made,"Payton, Elfrid",2.4
"DEC 02, 2014 - GSW vs. ORL",12/2/2014,ORL,H,W,1,16,4,1:14,15.7,0,0.9,25.6,3,missed,"Fournier, Evan",2.5
"DEC 04, 2014 - GSW vs. NOP",12/4/2014,NOP,H,W,27,1,1,9:57,18.7,0,1.4,22.9,3,missed,"Holiday, Jrue",5.7
"DEC 04, 2014 - GSW vs. NOP",12/4/2014,NOP,H,W,27,2,1,9:08,16.2,9,7.6,19.9,2,missed,"Evans, Tyreke",5.6
"DEC 04, 2014 - GSW vs. NOP",12/4/2014,NOP,H,W,27,3,1,8:48,13.7,2,3.5,2.8,2,missed,"Asik, Omer",0.8
"DEC 04, 2014 - GSW vs. NOP",12/4/2014,NOP,H,W,27,4,1,6:59,18.3,3,3.6,2.7,2,missed,"Asik, Omer",2.2
"DEC 04, 2014 - GSW vs. NOP",12/4/2014,NOP,H,W,27,5,1,6:28,17.6,1,2.1,13.5,2,missed,"Evans, Tyreke",2.7
"DEC 04, 2014 - GSW vs. NOP",12/4/2014,NOP,H,W,27,6,1,4:50,18.3,0,0.8,23,3,made,"Holiday, Jrue",2.4
"DEC 04, 2014 - GSW vs. NOP",12/4/2014,NOP,H,W,27,7,1,3:15,12.9,4,7.3,3.3,2,missed,"Davis, Anthony",2.2
"DEC 04, 2014 - GSW vs. NOP",12/4/2014,NOP,H,W,27,8,1,2:53,16.8,0,0.9,24.1,3,missed,"Anderson, Ryan",7.1
"DEC 04, 2014 - GSW vs. NOP",12/4/2014,NOP,H,W,27,9,2,5:54,18.6,0,1.4,24.3,3,made,"Babbitt, Luke",5.5
"DEC 04, 2014 - GSW vs. NOP",12/4/2014,NOP,H,W,27,10,2,3:01,17,5,5.6,6.6,2,made,"Anderson, Ryan",2.3
"DEC 04, 2014 - GSW vs. NOP",12/4/2014,NOP,H,W,27,11,2,0:48,20.1,0,1,2.1,2,made,"Salmons, John",2.3
"DEC 04, 2014 - GSW vs. NOP",12/4/2014,NOP,H,W,27,12,3,10:43,6.4,0,1.1,24.8,3,missed,"Davis, Anthony",10.9
"DEC 04, 2014 - GSW vs. NOP",12/4/2014,NOP,H,W,27,13,3,9:06,18.4,5,4.9,27.2,3,made,"Davis, Anthony",5.1
"DEC 04, 2014 - GSW vs. NOP",12/4/2014,NOP,H,W,27,14,3,6:29,8.1,0,0.6,25,3,made,"Holiday, Jrue",3.7
"DEC 04, 2014 - GSW vs. NOP",12/4/2014,NOP,H,W,27,15,4,6:02,8.6,0,0.7,17.8,2,made,"Rivers, Austin",4
"DEC 04, 2014 - GSW vs. NOP",12/4/2014,NOP,H,W,27,16,4,2:20,19.7,0,1,24.7,3,made,"Holiday, Jrue",8
"DEC 06, 2014 - GSW @ CHI",12/6/2014,CHI,A,W,10,1,1,9:37,4,3,3.2,9.5,2,missed,"Noah, Joakim",4.9
"DEC 06, 2014 - GSW @ CHI",12/6/2014,CHI,A,W,10,2,1,9:33,21.7,0,0.7,21.7,3,missed,"Noah, Joakim",6.1
"DEC 06, 2014 - GSW @ CHI",12/6/2014,CHI,A,W,10,3,1,9:12,17.9,4,3.8,24.6,3,missed,"Butler, Jimmy",3.8
"DEC 06, 2014 - GSW @ CHI",12/6/2014,CHI,A,W,10,4,1,8:20,17.5,8,6.6,14.8,2,made,"Gasol, Pau",5
"DEC 06, 2014 - GSW @ CHI",12/6/2014,CHI,A,W,10,5,1,5:06,12.7,2,2.3,1.5,2,missed,"Butler, Jimmy",3.3
"DEC 06, 2014 - GSW @ CHI",12/6/2014,CHI,A,W,10,6,1,3:38,5.5,5,5.7,3.7,2,made,"Noah, Joakim",1.4
"DEC 06, 2014 - GSW @ CHI",12/6/2014,CHI,A,W,10,7,2,9:30,7.5,2,1.8,15.9,2,missed,"Hinrich, Kirk",2.6
"DEC 06, 2014 - GSW @ CHI",12/6/2014,CHI,A,W,10,8,2,4:52,18.5,2,3,4,2,made,"Butler, Jimmy",2.9
"DEC 06, 2014 - GSW @ CHI",12/6/2014,CHI,A,W,10,9,2,2:55,13.4,14,10.4,13.7,2,missed,"Noah, Joakim",3.9
"DEC 06, 2014 - GSW @ CHI",12/6/2014,CHI,A,W,10,10,2,2:37,21,2,1.8,17.5,2,made,"Hinrich, Kirk",2.3
"DEC 06, 2014 - GSW @ CHI",12/6/2014,CHI,A,W,10,11,2,2:06,19.7,0,0.9,24.5,3,made,"Noah, Joakim",8
"DEC 06, 2014 - GSW @ CHI",12/6/2014,CHI,A,W,10,12,2,0:45,12.7,3,4.6,16.8,2,made,"Butler, Jimmy",4.1
"DEC 06, 2014 - GSW @ CHI",12/6/2014,CHI,A,W,10,13,3,10:03,16,0,0.9,24.3,3,missed,"Butler, Jimmy",5.1
"DEC 06, 2014 - GSW @ CHI",12/6/2014,CHI,A,W,10,14,3,8:52,10.5,0,0.7,24.9,3,missed,"Butler, Jimmy",5.3
"DEC 06, 2014 - GSW @ CHI",12/6/2014,CHI,A,W,10,15,3,7:45,10.4,4,4.6,3.2,2,made,"Gasol, Pau",3.5
"DEC 06, 2014 - GSW @ CHI",12/6/2014,CHI,A,W,10,16,4,11:03,9.5,3,4,9.6,2,missed,"Hinrich, Kirk",1.9
"DEC 06, 2014 - GSW @ CHI",12/6/2014,CHI,A,W,10,17,4,10:06,14,3,4.7,20,2,missed,"Gibson, Taj",5.7
"DEC 06, 2014 - GSW @ CHI",12/6/2014,CHI,A,W,10,18,4,8:27,12.4,0,0.7,25.1,3,missed,"Hinrich, Kirk",5.3
"DEC 06, 2014 - GSW @ CHI",12/6/2014,CHI,A,W,10,19,4,6:58,9.2,0,0.8,25.6,3,made,"Gibson, Taj",7.8
"DEC 06, 2014 - GSW @ CHI",12/6/2014,CHI,A,W,10,20,4,5:41,9.2,0,0.6,18.3,2,missed,"Hinrich, Kirk",2
"DEC 06, 2014 - GSW @ CHI",12/6/2014,CHI,A,W,10,21,4,2:19,10.6,1,1.9,1.4,2,made,"Gasol, Pau",2
"DEC 06, 2014 - GSW @ CHI",12/6/2014,CHI,A,W,10,22,4,1:48,11.6,0,0.9,13.2,2,missed,"Hinrich, Kirk",4.4
"DEC 06, 2014 - GSW @ CHI",12/6/2014,CHI,A,W,10,23,4,1:11,19.5,0,0.8,24.1,3,missed,"Butler, Jimmy",9.4
"DEC 08, 2014 - GSW @ MIN",12/8/2014,MIN,A,W,16,1,1,10:52,11.4,1,1.1,26.9,3,made,"LaVine, Zach",4.3
"DEC 08, 2014 - GSW @ MIN",12/8/2014,MIN,A,W,16,2,1,8:50,19,5,3.5,13.5,2,missed,"LaVine, Zach",3.7
"DEC 08, 2014 - GSW @ MIN",12/8/2014,MIN,A,W,16,3,1,8:28,18.2,0,0.9,24.6,3,missed,"Brewer, Corey",2.3
"DEC 08, 2014 - GSW @ MIN",12/8/2014,MIN,A,W,16,4,1,7:12,9.8,2,4.1,2.3,2,made,"Dieng, Gorgui",1.9
"DEC 08, 2014 - GSW @ MIN",12/8/2014,MIN,A,W,16,5,1,6:10,16,8,7.6,5.7,2,missed,"Dieng, Gorgui",2.1
"DEC 08, 2014 - GSW @ MIN",12/8/2014,MIN,A,W,16,6,1,5:46,11.2,3,3.2,24,3,missed,"Dieng, Gorgui",6.5
"DEC 08, 2014 - GSW @ MIN",12/8/2014,MIN,A,W,16,7,1,5:38,18.8,0,1,6.5,2,missed,"Dieng, Gorgui",3.8
"DEC 08, 2014 - GSW @ MIN",12/8/2014,MIN,A,W,16,8,1,5:37,24,0,3,7.1,2,made,"Dieng, Gorgui",4.5
"DEC 08, 2014 - GSW @ MIN",12/8/2014,MIN,A,W,16,9,2,7:36,19.3,1,1.1,24.1,3,made,"Bennett, Anthony",14.6
"DEC 08, 2014 - GSW @ MIN",12/8/2014,MIN,A,W,16,10,2,5:16,11,0,0.8,24.6,3,missed,"Wiggins, Andrew",7.7
"DEC 08, 2014 - GSW @ MIN",12/8/2014,MIN,A,W,16,11,2,3:04,15.4,4,3.4,7.6,2,missed,"LaVine, Zach",2.4
"DEC 08, 2014 - GSW @ MIN",12/8/2014,MIN,A,W,16,12,2,0:42,10.9,0,0.8,23.5,3,made,"Wiggins, Andrew",5.3
"DEC 08, 2014 - GSW @ MIN",12/8/2014,MIN,A,W,16,13,3,10:43,4.2,6,6.6,8.3,2,missed,"Dieng, Gorgui",4.4
"DEC 08, 2014 - GSW @ MIN",12/8/2014,MIN,A,W,16,14,4,10:01,9.4,2,2.5,9.3,2,made,"Hummel, Robbie",4.5
"DEC 08, 2014 - GSW @ MIN",12/8/2014,MIN,A,W,16,15,4,4:38,3,5,4.7,3.7,2,made,"Wiggins, Andrew",3
"DEC 10, 2014 - GSW vs. HOU",12/10/2014,HOU,H,W,12,1,1,9:54,15.1,0,1.5,25.9,3,missed,"Harden, James",5.6
"DEC 10, 2014 - GSW vs. HOU",12/10/2014,HOU,H,W,12,2,1,7:30,13.5,0,1.5,23.9,3,missed,"Harden, James",3.4
"DEC 10, 2014 - GSW vs. HOU",12/10/2014,HOU,H,W,12,3,1,6:16,14.4,0,0.8,24.7,3,missed,"Beverley, Patrick",4.5
"DEC 10, 2014 - GSW vs. HOU",12/10/2014,HOU,H,W,12,4,2,8:53,13.7,7,8.2,18,2,made,"Beverley, Patrick",2.1
"DEC 10, 2014 - GSW vs. HOU",12/10/2014,HOU,H,W,12,5,2,7:43,20.3,0,0.7,16.7,2,made,"Motiejunas, Donatas",7
"DEC 10, 2014 - GSW vs. HOU",12/10/2014,HOU,H,W,12,6,2,5:41,17.8,1,2.6,22.8,3,missed,"Ariza, Trevor",4.7
"DEC 10, 2014 - GSW vs. HOU",12/10/2014,HOU,H,W,12,7,2,3:26,13.3,5,5.7,5.9,2,missed,"Black, Tarik",4
"DEC 10, 2014 - GSW vs. HOU",12/10/2014,HOU,H,W,12,8,3,10:14,5.5,1,4.1,1.7,2,made,"Black, Tarik",4.1
"DEC 10, 2014 - GSW vs. HOU",12/10/2014,HOU,H,W,12,9,3,9:31,16.3,5,5.2,20.1,2,made,"Black, Tarik",6.2
"DEC 10, 2014 - GSW vs. HOU",12/10/2014,HOU,H,W,12,10,3,4:33,16.3,9,7.7,9.7,2,made,"Harden, James",3.4
"DEC 10, 2014 - GSW vs. HOU",12/10/2014,HOU,H,W,12,11,3,4:12,20,0,0.6,25.3,3,missed,"Ariza, Trevor",5.9
"DEC 10, 2014 - GSW vs. HOU",12/10/2014,HOU,H,W,12,12,3,3:49,18.3,0,1.4,25.1,3,made,"Harden, James",4.4
"DEC 10, 2014 - GSW vs. HOU",12/10/2014,HOU,H,W,12,13,3,2:53,17.4,0,1.9,21.4,3,missed,"Harden, James",6
"DEC 10, 2014 - GSW vs. HOU",12/10/2014,HOU,H,W,12,14,3,1:53,15.8,1,1.1,19,2,missed,"Johnson, Nick",3.2
"DEC 10, 2014 - GSW vs. HOU",12/10/2014,HOU,H,W,12,15,3,0:58,16.1,11,8.1,4.9,2,missed,"Dorsey, Joey",2.4
"DEC 10, 2014 - GSW vs. HOU",12/10/2014,HOU,H,W,12,16,4,3:19,11.1,1,2.3,8.4,2,made,"Ariza, Trevor",3.1
"DEC 10, 2014 - GSW vs. HOU",12/10/2014,HOU,H,W,12,17,4,1:45,5.4,5,4.5,5.8,2,made,"Ariza, Trevor",4.9
"DEC 10, 2014 - GSW vs. HOU",12/10/2014,HOU,H,W,12,18,4,1:23,11.6,0,1.1,24.1,3,missed,"Terry, Jason",14.4
"DEC 13, 2014 - GSW @ DAL",12/13/2014,DAL,A,W,7,1,1,9:23,15.4,0,0.7,25.1,3,made,"Ellis, Monta",1.3
"DEC 13, 2014 - GSW @ DAL",12/13/2014,DAL,A,W,7,2,1,8:21,16.6,0,1.2,25.7,3,made,"Ellis, Monta",10.9
"DEC 13, 2014 - GSW @ DAL",12/13/2014,DAL,A,W,7,3,1,6:55,14.2,0,0.7,22.3,3,missed,"Ellis, Monta",3.5
"DEC 13, 2014 - GSW @ DAL",12/13/2014,DAL,A,W,7,4,1,5:59,21,0,1,2.6,2,made,"Jefferson, Richard",0.8
"DEC 13, 2014 - GSW @ DAL",12/13/2014,DAL,A,W,7,5,1,5:25,15.6,4,4,16.8,2,made,"Chandler, Tyson",6.8
"DEC 13, 2014 - GSW @ DAL",12/13/2014,DAL,A,W,7,6,2,11:45,9.2,0,0.6,19.1,2,missed,"Aminu, Al-Farouq",4.3
"DEC 13, 2014 - GSW @ DAL",12/13/2014,DAL,A,W,7,7,2,10:58,16.6,3,3.8,1.3,2,missed,"Nowitzki, Dirk",2.6
"DEC 13, 2014 - GSW @ DAL",12/13/2014,DAL,A,W,7,8,2,8:58,19.7,1,1.7,20.6,2,made,"Jefferson, Richard",4.8
"DEC 13, 2014 - GSW @ DAL",12/13/2014,DAL,A,W,7,9,2,6:04,18.2,0,0.9,23,3,missed,"Jefferson, Richard",8
"DEC 13, 2014 - GSW @ DAL",12/13/2014,DAL,A,W,7,10,2,3:15,15.5,0,0.7,22.6,3,made,"Jefferson, Richard",4.4
"DEC 13, 2014 - GSW @ DAL",12/13/2014,DAL,A,W,7,11,2,2:02,21,1,1.4,4.7,2,made,"Harris, Devin",2.8
"DEC 13, 2014 - GSW @ DAL",12/13/2014,DAL,A,W,7,12,3,11:44,7.8,2,3,24.2,3,made,"Nowitzki, Dirk",5.6
"DEC 13, 2014 - GSW @ DAL",12/13/2014,DAL,A,W,7,13,3,11:08,9.6,0,0.6,19.9,2,missed,"Ellis, Monta",2.5
"DEC 13, 2014 - GSW @ DAL",12/13/2014,DAL,A,W,7,14,3,10:07,12.2,6,5.6,9.3,2,missed,"Jefferson, Richard",3.7
"DEC 13, 2014 - GSW @ DAL",12/13/2014,DAL,A,W,7,15,3,6:39,17.7,0,0.7,25.8,3,made,"Jefferson, Richard",3
"DEC 13, 2014 - GSW @ DAL",12/13/2014,DAL,A,W,7,16,3,0:42,5.9,6,6.4,11.7,2,missed,"Nelson, Jameer",4.1
"DEC 13, 2014 - GSW @ DAL",12/13/2014,DAL,A,W,7,17,4,11:14,8,3,3.3,12.9,2,made,"Barea, Jose Juan",2
"DEC 13, 2014 - GSW @ DAL",12/13/2014,DAL,A,W,7,18,4,10:27,22.4,0,0.6,25.5,3,missed,"Ellis, Monta",6.6
"DEC 13, 2014 - GSW @ DAL",12/13/2014,DAL,A,W,7,19,4,8:14,10.6,0,1.8,24.5,3,missed,"Nowitzki, Dirk",6.2
"DEC 13, 2014 - GSW @ DAL",12/13/2014,DAL,A,W,7,20,4,5:27,17.9,0,0.9,22.7,3,missed,"Ellis, Monta",2.8
"DEC 13, 2014 - GSW @ DAL",12/13/2014,DAL,A,W,7,21,4,4:36,0.7,2,2.1,25.3,3,missed,"Jefferson, Richard",3.5
"DEC 14, 2014 - GSW @ NOP",12/14/2014,NOP,A,W,6,1,1,10:41,12.3,2,3.3,15.9,2,made,"Anderson, Ryan",3.7
"DEC 14, 2014 - GSW @ NOP",12/14/2014,NOP,A,W,6,2,1,9:37,11.2,6,5.7,5.5,2,missed,"Evans, Tyreke",1.7
