game,date,opponent,loc,win_loss,final_margin,shot_no,period,game_clock,shot_clock,dribbles,touch_time,shot_dist,pts_type,shot_result,defender,defender_dist
"JAN 30, 2014 - GSW vs. LAC",1/30/2014,LAC,H,W,19,11,4,11:42,6.4,2,3,14.9,2,made,"Green, Willie",6
"JAN 30, 2014 - GSW vs. LAC",1/30/2014,LAC,H,W,19,12,4,7:47,12.7,1,1.8,16.8,2,missed,"Green, Willie",2.7
"JAN 30, 2014 - GSW vs. LAC",1/30/2014,LAC,H,W,19,13,4,6:07,6.8,1,4.5,2.1,2,made,"Redick, JJ",4.7
"JAN 30, 2014 - GSW vs. LAC",1/30/2014,LAC,H,W,19,14,4,5:31,7.7,0,1.9,16.2,2,missed,"Redick, JJ",2.9
"JAN 31, 2014 - GSW @ UTA",1/31/2014,UTA,A,W,5,1,1,10:24,12.1,0,0.9,20.3,2,missed,"Evans, Jeremy",8.2
"JAN 31, 2014 - GSW @ UTA",1/31/2014,UTA,A,W,5,2,1,9:14,5.4,3,4.5,8,2,missed,"Evans, Jeremy",3
"JAN 31, 2014 - GSW @ UTA",1/31/2014,UTA,A,W,5,3,1,4:16,12.4,0,0.7,21.8,2,missed,"Hayward, Gordon",6.4
"JAN 31, 2014 - GSW @ UTA",1/31/2014,UTA,A,W,5,4,1,3:39,20.3,1,1.5,0.3,2,made,"Jefferson, Richard",5.7
"JAN 31, 2014 - GSW @ UTA",1/31/2014,UTA,A,W,5,5,1,2:18,9.9,1,3.4,17.8,2,missed,"Gobert, Rudy",2.1
"JAN 31, 2014 - GSW @ UTA",1/31/2014,UTA,A,W,5,6,2,11:23,11.7,1,4.1,10.1,2,missed,"Garrett, Diante",0.9
"JAN 31, 2014 - GSW @ UTA",1/31/2014,UTA,A,W,5,7,2,10:07,14,0,0.7,24.8,3,made,"Thomas, Malcolm",8.2
"JAN 31, 2014 - GSW @ UTA",1/31/2014,UTA,A,W,5,8,2,8:42,11.3,0,0.6,23,3,made,"Burks, Alec",5
"JAN 31, 2014 - GSW @ UTA",1/31/2014,UTA,A,W,5,9,2,8:01,5.9,0,-0.3,19.4,2,missed,"Burks, Alec",4.8
"JAN 31, 2014 - GSW @ UTA",1/31/2014,UTA,A,W,5,10,2,6:20,17.2,2,3,9.1,2,missed,"Rush, Brandon",3.7
"JAN 31, 2014 - GSW @ UTA",1/31/2014,UTA,A,W,5,11,2,1:58,4.5,2,7,17,2,missed,"Burks, Alec",1.8
"JAN 31, 2014 - GSW @ UTA",1/31/2014,UTA,A,W,5,12,3,11:15,13.1,0,0.7,19.5,2,missed,"Burks, Alec",2.6
"JAN 31, 2014 - GSW @ UTA",1/31/2014,UTA,A,W,5,13,3,10:37,16.3,0,1.1,0.6,2,missed,"Burks, Alec",3
"JAN 31, 2014 - GSW @ UTA",1/31/2014,UTA,A,W,5,14,3,9:40,19.1,0,0.8,22.9,3,missed,"Garrett, Diante",8.5
"JAN 31, 2014 - GSW @ UTA",1/31/2014,UTA,A,W,5,15,3,3:43,6.4,0,0.6,22.6,3,missed,"Burks, Alec",3.2
"JAN 31, 2014 - GSW @ UTA",1/31/2014,UTA,A,W,5,16,4,10:28,13.4,0,0.4,11.3,2,missed,"Hayward, Gordon",2.2
"JAN 31, 2014 - GSW @ UTA",1/31/2014,UTA,A,W,5,17,4,5:48,10.2,0,0.7,23.3,3,missed,"Kanter, Enes",9.1
"JAN 31, 2014 - GSW @ UTA",1/31/2014,UTA,A,W,5,18,4,3:48,11.1,0,1,24.6,3,missed,"Hayward, Gordon",5.8
"JAN 31, 2014 - GSW @ UTA",1/31/2014,UTA,A,W,5,19,4,3:05,4,0,2.6,0.6,2,missed,"Burks, Alec",3.5
"JAN 31, 2014 - GSW @ UTA",1/31/2014,UTA,A,W,5,20,4,2:28,8.7,2,2.2,6.4,2,missed,"Burke, Trey",5.9
"FEB 04, 2014 - GSW vs. CHA",2/4/2014,CHA,H,L,-16,1,1,11:28,13.6,0,0.9,24.3,3,made,"Henderson, Gerald",5
"FEB 04, 2014 - GSW vs. CHA",2/4/2014,CHA,H,L,-16,2,1,5:57,14.1,1,1.3,18.2,2,made,"Henderson, Gerald",2.3
"FEB 04, 2014 - GSW vs. CHA",2/4/2014,CHA,H,L,-16,3,1,4:49,13,0,0.8,25.1,3,missed,"Kidd-Gilchrist, Michael",7.2
"FEB 04, 2014 - GSW vs. CHA",2/4/2014,CHA,H,L,-16,4,1,4:41,18.7,0,0.7,22.2,3,missed,"Kidd-Gilchrist, Michael",6.6
"FEB 04, 2014 - GSW vs. CHA",2/4/2014,CHA,H,L,-16,5,2,10:30,9,1,1.3,14.2,2,missed,"Sessions, Ramon",3.6
"FEB 04, 2014 - GSW vs. CHA",2/4/2014,CHA,H,L,-16,6,2,9:12,21.7,0,0.5,18.3,2,missed,"Henderson, Gerald",4.7
"FEB 04, 2014 - GSW vs. CHA",2/4/2014,CHA,H,L,-16,7,2,7:15,13.9,0,0.4,17.7,2,missed,"Sessions, Ramon",3.3
"FEB 04, 2014 - GSW vs. CHA",2/4/2014,CHA,H,L,-16,8,3,8:55,9.9,0,0.8,23,3,made,"Walker, Kemba",3.3
"FEB 04, 2014 - GSW vs. CHA",2/4/2014,CHA,H,L,-16,9,3,7:58,14.2,3,3.7,14.9,2,missed,"Henderson, Gerald",6.4
"FEB 04, 2014 - GSW vs. CHA",2/4/2014,CHA,H,L,-16,10,3,7:32,13.8,0,1.2,21.7,2,missed,"Henderson, Gerald",2.9
"FEB 04, 2014 - GSW vs. CHA",2/4/2014,CHA,H,L,-16,11,4,7:49,9.6,1,4.5,13.8,2,made,"Sessions, Ramon",3.5
"FEB 04, 2014 - GSW vs. CHA",2/4/2014,CHA,H,L,-16,12,4,6:25,13.7,8,7.2,20.9,2,made,"Henderson, Gerald",3.3
"FEB 04, 2014 - GSW vs. CHA",2/4/2014,CHA,H,L,-16,13,4,5:08,17.1,2,2,16.3,2,missed,"McRoberts, Josh",6.9
"FEB 06, 2014 - GSW vs. CHI",2/6/2014,CHI,H,W,15,1,1,7:08,14.1,0,0.7,17.4,2,made,"Dunleavy, Mike",2.6
"FEB 06, 2014 - GSW vs. CHI",2/6/2014,CHI,H,W,15,2,1,6:27,10.3,3,3.8,19.6,2,missed,"Noah, Joakim",3.8
"FEB 06, 2014 - GSW vs. CHI",2/6/2014,CHI,H,W,15,3,1,3:44,15.2,0,0.7,13.6,2,made,"Butler, Jimmy",6.4
"FEB 06, 2014 - GSW vs. CHI",2/6/2014,CHI,H,W,15,4,1,0:34,8.5,0,1.6,22.1,3,missed,"Snell, Tony",2.9
"FEB 06, 2014 - GSW vs. CHI",2/6/2014,CHI,H,W,15,5,3,11:49,13.6,1,3.3,17.2,2,made,"Butler, Jimmy",1.2
"FEB 06, 2014 - GSW vs. CHI",2/6/2014,CHI,H,W,15,6,3,11:16,14.1,0,0.8,24.6,3,missed,"Butler, Jimmy",9.1
"FEB 06, 2014 - GSW vs. CHI",2/6/2014,CHI,H,W,15,7,3,7:28,6.1,0,0.7,23.6,3,made,"Butler, Jimmy",5.9
"FEB 06, 2014 - GSW vs. CHI",2/6/2014,CHI,H,W,15,8,3,5:27,20.4,0,0.8,21.5,2,missed,"Hinrich, Kirk",4.2
"FEB 06, 2014 - GSW vs. CHI",2/6/2014,CHI,H,W,15,9,3,4:48,3.6,0,0.7,24.7,3,made,"Butler, Jimmy",5.8
"FEB 06, 2014 - GSW vs. CHI",2/6/2014,CHI,H,W,15,10,4,10:21,19.3,0,1.1,1.1,2,missed,"Noah, Joakim",1.4
"FEB 06, 2014 - GSW vs. CHI",2/6/2014,CHI,H,W,15,11,4,9:45,15.3,0,0.6,22.9,3,missed,"Augustin, D.J.",5.7
"FEB 06, 2014 - GSW vs. CHI",2/6/2014,CHI,H,W,15,12,4,6:17,9.1,0,1.7,14.7,2,made,"Augustin, D.J.",3.2
"FEB 06, 2014 - GSW vs. CHI",2/6/2014,CHI,H,W,15,13,4,5:39,11,0,0.6,21.1,2,missed,"Snell, Tony",4.2
"FEB 06, 2014 - GSW vs. CHI",2/6/2014,CHI,H,W,15,14,4,3:20,9.1,2,2.5,14.2,2,missed,"Snell, Tony",2.9
"FEB 06, 2014 - GSW vs. CHI",2/6/2014,CHI,H,W,15,15,4,0:20,1.9,9,7.2,4.9,2,made,"Gibson, Taj",2.1
"FEB 08, 2014 - GSW @ PHX",2/8/2014,PHX,A,L,-13,1,1,9:13,10.9,2,1.9,14.9,2,made,"Tucker, PJ",4.2
"FEB 08, 2014 - GSW @ PHX",2/8/2014,PHX,A,L,-13,2,1,6:41,23.1,0,-0.1,15.4,2,missed,"Tucker, PJ",1
"FEB 08, 2014 - GSW @ PHX",2/8/2014,PHX,A,L,-13,3,1,4:56,14,0,2.1,27.7,3,made,"Tucker, PJ",5.5
"FEB 08, 2014 - GSW @ PHX",2/8/2014,PHX,A,L,-13,4,1,3:45,10.3,0,0.7,22.8,3,missed,"Green, Gerald",6.2
"FEB 08, 2014 - GSW @ PHX",2/8/2014,PHX,A,L,-13,5,1,0:26,8.3,0,0.7,23.7,3,missed,"Morris, Marcus",6
"FEB 08, 2014 - GSW @ PHX",2/8/2014,PHX,A,L,-13,6,2,6:27,8.9,0,0.8,22.9,3,missed,"Barbosa, Leandro",3.2
"FEB 08, 2014 - GSW @ PHX",2/8/2014,PHX,A,L,-13,7,2,5:34,7.2,1,1.6,16.4,2,made,"Tucker, PJ",5.2
"FEB 08, 2014 - GSW @ PHX",2/8/2014,PHX,A,L,-13,8,2,4:17,9,0,1.4,21.9,2,made,"Frye, Channing",3.7
"FEB 08, 2014 - GSW @ PHX",2/8/2014,PHX,A,L,-13,9,2,0:36,14.3,0,0.6,19.1,2,missed,"Green, Gerald",5
"FEB 08, 2014 - GSW @ PHX",2/8/2014,PHX,A,L,-13,10,3,8:11,13.2,5,3.8,25.5,3,missed,"Frye, Channing",5
"FEB 08, 2014 - GSW @ PHX",2/8/2014,PHX,A,L,-13,11,3,2:33,8.8,0,0.6,17.5,2,missed,"Green, Gerald",2.6
"FEB 08, 2014 - GSW @ PHX",2/8/2014,PHX,A,L,-13,12,3,1:33,17.7,8,7.2,3.5,2,made,"Morris, Marcus",1
"FEB 08, 2014 - GSW @ PHX",2/8/2014,PHX,A,L,-13,13,4,3:40,17,0,0.7,23.3,3,made,"Morris, Markieff",10.1
"FEB 10, 2014 - GSW vs. PHI",2/10/2014,PHI,H,W,43,1,1,9:20,18.8,0,0.8,24.6,3,missed,"Anderson, James",6.1
"FEB 10, 2014 - GSW vs. PHI",2/10/2014,PHI,H,W,43,2,1,8:52,17.8,0,1,24.5,3,made,"Anderson, James",4.6
"FEB 10, 2014 - GSW vs. PHI",2/10/2014,PHI,H,W,43,3,1,8:17,21.2,0,0.6,22.9,3,missed,"Anderson, James",4.1
"FEB 10, 2014 - GSW vs. PHI",2/10/2014,PHI,H,W,43,4,1,7:28,11.2,0,1,21.5,2,missed,"Anderson, James",2.5
"FEB 10, 2014 - GSW vs. PHI",2/10/2014,PHI,H,W,43,5,2,9:59,13.3,0,0.7,18.8,2,missed,"Anderson, James",3.1
"FEB 10, 2014 - GSW vs. PHI",2/10/2014,PHI,H,W,43,6,2,4:41,6,1,1.9,6.3,2,missed,"Anderson, James",2.2
"FEB 10, 2014 - GSW vs. PHI",2/10/2014,PHI,H,W,43,7,3,10:47,12.3,1,1.2,14.9,2,missed,"Anderson, James",3.5
"FEB 10, 2014 - GSW vs. PHI",2/10/2014,PHI,H,W,43,8,3,6:58,6,3,5.3,13.2,2,made,"Moultrie, Arnett",5.4
"FEB 10, 2014 - GSW vs. PHI",2/10/2014,PHI,H,W,43,9,3,5:12,13.7,0,0.8,25.1,3,missed,"Wroten, Tony",3.1
"FEB 12, 2014 - GSW vs. MIA",2/12/2014,MIA,H,L,-1,1,1,11:06,17.6,0,0.6,22.9,3,made,"Chalmers, Mario",3.6
"FEB 12, 2014 - GSW vs. MIA",2/12/2014,MIA,H,L,-1,2,1,9:26,8.7,0,0.6,22.8,3,missed,"Bosh, Chris",6.2
"FEB 12, 2014 - GSW vs. MIA",2/12/2014,MIA,H,L,-1,3,2,11:16,8.9,2,3.9,6.8,2,missed,"Chalmers, Mario",0.4
"FEB 12, 2014 - GSW vs. MIA",2/12/2014,MIA,H,L,-1,4,2,2:09,8.8,0,0.8,22.5,2,made,"Allen, Ray",4.8
"FEB 12, 2014 - GSW vs. MIA",2/12/2014,MIA,H,L,-1,5,2,0:58,11.9,1,1.4,16.6,2,missed,"Bosh, Chris",6.2
"FEB 12, 2014 - GSW vs. MIA",2/12/2014,MIA,H,L,-1,6,2,0:01,,1,1,27.5,3,missed,"Allen, Ray",5.1
"FEB 12, 2014 - GSW vs. MIA",2/12/2014,MIA,H,L,-1,7,3,11:46,9.7,0,1,14.3,2,made,"Chalmers, Mario",3.2
"FEB 12, 2014 - GSW vs. MIA",2/12/2014,MIA,H,L,-1,8,3,10:07,5,3,4.5,6.9,2,made,"Battier, Shane",6.4
"FEB 12, 2014 - GSW vs. MIA",2/12/2014,MIA,H,L,-1,9,3,8:02,13.2,0,0.8,16,2,missed,"Chalmers, Mario",8.4
"FEB 12, 2014 - GSW vs. MIA",2/12/2014,MIA,H,L,-1,10,3,7:41,12.3,0,0.8,26.1,3,made,"James, LeBron",5.9
"FEB 12, 2014 - GSW vs. MIA",2/12/2014,MIA,H,L,-1,11,3,7:15,17,2,3.8,10,2,made,"Douglas, Toney",3
"FEB 12, 2014 - GSW vs. MIA",2/12/2014,MIA,H,L,-1,12,3,5:38,21.5,1,1.6,19.4,2,missed,"Allen, Ray",3.2
"FEB 12, 2014 - GSW vs. MIA",2/12/2014,MIA,H,L,-1,13,3,4:31,19.8,0,0.5,20.5,2,missed,"Allen, Ray",5.8
"FEB 12, 2014 - GSW vs. MIA",2/12/2014,MIA,H,L,-1,14,4,6:58,17.9,1,3.8,7.3,2,missed,"Chalmers, Mario",1.9
"FEB 12, 2014 - GSW vs. MIA",2/12/2014,MIA,H,L,-1,15,4,3:22,11,0,0.8,21.4,2,made,"Allen, Ray",4.8
"FEB 19, 2014 - GSW @ SAC",2/19/2014,SAC,A,W,9,1,1,10:56,13,0,1,21.3,2,made,"McLemore, Ben",4.7
"FEB 19, 2014 - GSW @ SAC",2/19/2014,SAC,A,W,9,2,1,10:36,21,0,1,16.3,2,missed,"Thompson, Jason",9
"FEB 19, 2014 - GSW @ SAC",2/19/2014,SAC,A,W,9,3,1,10:10,16.4,3,3.5,11.3,2,made,"Gay, Rudy",5.2
"FEB 19, 2014 - GSW @ SAC",2/19/2014,SAC,A,W,9,4,1,5:56,13.6,1,1,11.6,2,made,"Landry, Carl",3.8
"FEB 19, 2014 - GSW @ SAC",2/19/2014,SAC,A,W,9,5,2,11:33,13,1,3.2,12.6,2,missed,"Fredette, Jimmer",2
"FEB 19, 2014 - GSW @ SAC",2/19/2014,SAC,A,W,9,6,2,7:22,21,3,3.5,5.8,2,made,"Gay, Rudy",5.5
"FEB 19, 2014 - GSW @ SAC",2/19/2014,SAC,A,W,9,7,2,6:45,11,0,3.6,16.7,2,missed,"McCallum, Ray",2.7
"FEB 19, 2014 - GSW @ SAC",2/19/2014,SAC,A,W,9,8,2,4:53,17.2,0,0,6.6,2,missed,"Landry, Carl",1.8
"FEB 19, 2014 - GSW @ SAC",2/19/2014,SAC,A,W,9,9,2,0:04,,3,4.3,12.7,2,missed,"Gay, Rudy",3
"FEB 19, 2014 - GSW @ SAC",2/19/2014,SAC,A,W,9,10,3,6:49,12.1,2,4,7.2,2,made,"Thomas, Isaiah",1.9
"FEB 19, 2014 - GSW @ SAC",2/19/2014,SAC,A,W,9,11,4,11:49,12.9,0,1.3,21.4,3,missed,"McCallum, Ray",1.2
"FEB 19, 2014 - GSW @ SAC",2/19/2014,SAC,A,W,9,12,4,8:25,16.4,0,0.7,27.2,3,made,"Williams, Derrick",6.9
"FEB 19, 2014 - GSW @ SAC",2/19/2014,SAC,A,W,9,13,4,7:21,13.3,0,0.6,27,3,missed,"McLemore, Ben",5.1
"FEB 19, 2014 - GSW @ SAC",2/19/2014,SAC,A,W,9,14,4,4:05,6.8,3,4.4,13.7,2,missed,"Thomas, Isaiah",2.2
"FEB 20, 2014 - GSW vs. HOU",2/20/2014,HOU,H,W,3,1,1,10:20,7,2,1.8,12.5,2,made,"Jones, Terrence",4
"FEB 20, 2014 - GSW vs. HOU",2/20/2014,HOU,H,W,3,2,1,9:38,9.8,0,0.8,19.6,2,missed,"Harden, James",4.5
"FEB 20, 2014 - GSW vs. HOU",2/20/2014,HOU,H,W,3,3,1,9:06,12.5,0,0.7,23.4,3,missed,"Harden, James",5.7
"FEB 20, 2014 - GSW vs. HOU",2/20/2014,HOU,H,W,3,4,1,8:24,8,1,1.5,15.8,2,made,"Harden, James",4
"FEB 20, 2014 - GSW vs. HOU",2/20/2014,HOU,H,W,3,5,1,6:31,11.2,1,1.2,0.6,2,missed,"Howard, Dwight",2.5
"FEB 20, 2014 - GSW vs. HOU",2/20/2014,HOU,H,W,3,6,1,6:29,23,0,0.3,1.7,2,missed,"Howard, Dwight",2.3
"FEB 20, 2014 - GSW vs. HOU",2/20/2014,HOU,H,W,3,7,1,6:28,21.9,0,0.1,6,2,missed,"Jones, Terrence",3.3
"FEB 20, 2014 - GSW vs. HOU",2/20/2014,HOU,H,W,3,8,2,8:56,19,1,1.7,24.4,3,missed,"Parsons, Chandler",4.9
"FEB 20, 2014 - GSW vs. HOU",2/20/2014,HOU,H,W,3,9,2,7:33,17.6,7,5,13.6,2,made,"Lin, Jeremy",3.6
"FEB 20, 2014 - GSW vs. HOU",2/20/2014,HOU,H,W,3,10,2,7:05,4.9,2,2.3,19.2,2,made,"Parsons, Chandler",3.7
"FEB 20, 2014 - GSW vs. HOU",2/20/2014,HOU,H,W,3,11,3,11:10,13.4,0,0.7,24.3,3,missed,"Harden, James",9.2
"FEB 20, 2014 - GSW vs. HOU",2/20/2014,HOU,H,W,3,12,3,9:01,9.3,0,0.7,24.6,3,missed,"Harden, James",4.3
"FEB 20, 2014 - GSW vs. HOU",2/20/2014,HOU,H,W,3,13,3,8:03,17.1,3,4.7,9.8,2,missed,"Jones, Terrence",1.6
"FEB 20, 2014 - GSW vs. HOU",2/20/2014,HOU,H,W,3,14,3,7:47,17.2,0,1.1,16.4,2,missed,"Harden, James",3.3
"FEB 20, 2014 - GSW vs. HOU",2/20/2014,HOU,H,W,3,15,3,7:06,8.8,2,2.6,2,2,made,"Howard, Dwight",2.9
"FEB 20, 2014 - GSW vs. HOU",2/20/2014,HOU,H,W,3,16,3,4:51,13.5,2,2.2,13.5,2,missed,"Lin, Jeremy",2.1
"FEB 20, 2014 - GSW vs. HOU",2/20/2014,HOU,H,W,3,17,4,3:57,4.2,0,0.7,22.8,3,missed,"Lin, Jeremy",2.9
"FEB 20, 2014 - GSW vs. HOU",2/20/2014,HOU,H,W,3,18,4,2:21,12.9,1,3,19,2,made,"Lin, Jeremy",4.5
"FEB 22, 2014 - GSW vs. BKN",2/22/2014,BKN,H,W,7,1,1,10:21,11.9,0,0.7,24,3,missed,"Livingston, Shaun",2.5
"FEB 22, 2014 - GSW vs. BKN",2/22/2014,BKN,H,W,7,2,1,9:45,10,2,2.2,6,2,made,"Garnett, Kevin",4.1
"FEB 22, 2014 - GSW vs. BKN",2/22/2014,BKN,H,W,7,3,1,9:27,18,3,3.6,6.3,2,missed,"Pierce, Paul",2.7
"FEB 22, 2014 - GSW vs. BKN",2/22/2014,BKN,H,W,7,4,2,4:33,1.5,0,0.7,5.9,2,missed,"Teletovic, Mirza",3.3
"FEB 22, 2014 - GSW vs. BKN",2/22/2014,BKN,H,W,7,5,2,2:29,23.3,0,0.4,17.9,2,made,"Johnson, Joe",6
"FEB 22, 2014 - GSW vs. BKN",2/22/2014,BKN,H,W,7,6,3,9:59,7.7,7,9.7,4.2,2,missed,"Kirilenko, Andrei",4.5
"FEB 22, 2014 - GSW vs. BKN",2/22/2014,BKN,H,W,7,7,3,8:45,9.2,0,0.8,1.7,2,made,"Kirilenko, Andrei",3.1
"FEB 22, 2014 - GSW vs. BKN",2/22/2014,BKN,H,W,7,8,3,5:44,9.6,0,0.7,21.9,2,missed,"Johnson, Joe",6.3
"FEB 22, 2014 - GSW vs. BKN",2/22/2014,BKN,H,W,7,9,4,5:49,7.4,2,4.9,5.7,2,missed,"Johnson, Joe",1.8
"FEB 22, 2014 - GSW vs. BKN",2/22/2014,BKN,H,W,7,10,4,2:57,7.1,0,2.3,29.6,3,missed,"Johnson, Joe",4
"FEB 24, 2014 - GSW @ DET",2/24/2014,DET,A,W,8,1,1,10:24,15.5,1,1.1,14.8,2,made,"Singler, Kyle",2.2
"FEB 24, 2014 - GSW @ DET",2/24/2014,DET,A,W,8,2,1,8:43,10.9,2,2.5,21.9,2,made,"Singler, Kyle",1.9
"FEB 24, 2014 - GSW @ DET",2/24/2014,DET,A,W,8,3,1,8:23,21.7,1,1.2,4.1,2,made,"Singler, Kyle",2
"FEB 24, 2014 - GSW @ DET",2/24/2014,DET,A,W,8,4,1,6:55,22,2,1.6,20.4,2,missed,"Jennings, Brandon",3.9
"FEB 24, 2014 - GSW @ DET",2/24/2014,DET,A,W,8,5,1,6:26,11.3,1,1.3,16.9,2,missed,"Smith, Josh",3.7
"FEB 24, 2014 - GSW @ DET",2/24/2014,DET,A,W,8,6,2,7:32,11.1,1,1.4,2.7,2,missed,"Jerebko, Jonas",1
"FEB 24, 2014 - GSW @ DET",2/24/2014,DET,A,W,8,7,2,2:40,20.3,0,0.9,3.4,2,made,"Bynum, Will",2.8
"FEB 24, 2014 - GSW @ DET",2/24/2014,DET,A,W,8,8,3,8:40,21.5,0,0.8,25.1,3,made,"Drummond, Andre",8.9
"FEB 24, 2014 - GSW @ DET",2/24/2014,DET,A,W,8,9,3,7:26,11.4,0,1.2,23.2,3,made,"Singler, Kyle",5.7
"FEB 24, 2014 - GSW @ DET",2/24/2014,DET,A,W,8,10,3,5:49,13.1,0,0.8,24.5,3,missed,"Singler, Kyle",7.1
"FEB 24, 2014 - GSW @ DET",2/24/2014,DET,A,W,8,11,4,4:34,11.1,1,5.1,9.4,2,made,"Jennings, Brandon",4.6
"FEB 24, 2014 - GSW @ DET",2/24/2014,DET,A,W,8,12,4,2:29,10,0,0.8,17.3,2,made,"Stuckey, Rodney",1.7
"FEB 26, 2014 - GSW @ CHI",2/26/2014,CHI,A,L,-20,1,1,10:23,20,5,4.5,25.3,3,missed,"Butler, Jimmy",4.2
"FEB 26, 2014 - GSW @ CHI",2/26/2014,CHI,A,L,-20,2,2,6:17,10.8,0,0.8,24.6,3,made,"Snell, Tony",6.6
"FEB 26, 2014 - GSW @ CHI",2/26/2014,CHI,A,L,-20,3,2,4:08,9.5,0,0.7,23.3,3,made,"Butler, Jimmy",6.2
"FEB 26, 2014 - GSW @ CHI",2/26/2014,CHI,A,L,-20,4,2,3:35,11.8,0,1.2,12.6,2,missed,"Hinrich, Kirk",1.8
"FEB 26, 2014 - GSW @ CHI",2/26/2014,CHI,A,L,-20,5,2,3:05,17.6,1,3.7,13.7,2,missed,"Hinrich, Kirk",3.1
"FEB 26, 2014 - GSW @ CHI",2/26/2014,CHI,A,L,-20,6,2,1:45,21.6,0,1,0.8,2,made,"Dunleavy, Mike",4
"FEB 26, 2014 - GSW @ CHI",2/26/2014,CHI,A,L,-20,7,3,10:08,21.5,0,0.8,25.1,3,missed,"Noah, Joakim",7
"FEB 26, 2014 - GSW @ CHI",2/26/2014,CHI,A,L,-20,8,3,8:49,16,1,1.5,19.7,2,missed,"Hinrich, Kirk",2.5
"FEB 28, 2014 - GSW @ NYK",2/28/2014,NYK,A,W,23,1,1,11:47,,5,5.2,12.8,2,missed,"Prigioni, Pablo",4.3
"FEB 28, 2014 - GSW @ NYK",2/28/2014,NYK,A,W,23,2,1,11:08,,2,2.1,1.6,2,made,"Anthony, Carmelo",1.3
"FEB 28, 2014 - GSW @ NYK",2/28/2014,NYK,A,W,23,3,1,10:39,,0,2.1,15.8,2,missed,"Prigioni, Pablo",1.5
"FEB 28, 2014 - GSW @ NYK",2/28/2014,NYK,A,W,23,4,1,8:07,13.8,0,0.8,25.5,3,missed,"Anthony, Carmelo",7.5
"FEB 28, 2014 - GSW @ NYK",2/28/2014,NYK,A,W,23,5,1,7:10,17.3,0,0.8,18.1,2,made,"Hardaway Jr., Tim",3
"FEB 28, 2014 - GSW @ NYK",2/28/2014,NYK,A,W,23,6,1,6:37,14.2,0,0.7,25.3,3,made,"Hardaway Jr., Tim",7.9
"FEB 28, 2014 - GSW @ NYK",2/28/2014,NYK,A,W,23,7,2,6:07,16.4,7,6.2,3.7,2,made,"Hardaway Jr., Tim",2
"FEB 28, 2014 - GSW @ NYK",2/28/2014,NYK,A,W,23,8,2,3:41,19.5,0,0.7,24.4,3,made,"Murry, Toure",5.5
"FEB 28, 2014 - GSW @ NYK",2/28/2014,NYK,A,W,23,9,2,1:37,10.9,0,0,25.3,3,missed,"Smith, J.R.",6.7
"FEB 28, 2014 - GSW @ NYK",2/28/2014,NYK,A,W,23,10,2,0:42,20.8,0,2.4,23.7,3,missed,"Tyler, Jeremy",6.7
"FEB 28, 2014 - GSW @ NYK",2/28/2014,NYK,A,W,23,11,3,11:03,12.5,0,0.8,17.4,2,missed,"Prigioni, Pablo",5.1
"FEB 28, 2014 - GSW @ NYK",2/28/2014,NYK,A,W,23,12,3,10:03,17.6,0,1,24.8,3,made,"Smith, J.R.",10.2
"FEB 28, 2014 - GSW @ NYK",2/28/2014,NYK,A,W,23,13,3,7:08,9.1,0,0.8,23.4,3,made,"Anthony, Carmelo",4.2
"FEB 28, 2014 - GSW @ NYK",2/28/2014,NYK,A,W,23,14,3,4:45,18.7,0,0.8,25.4,3,made,"Smith, J.R.",6.2
"FEB 28, 2014 - GSW @ NYK",2/28/2014,NYK,A,W,23,15,3,3:47,12,0,2,27.6,3,missed,"Hardaway Jr., Tim",8.3
"FEB 28, 2014 - GSW @ NYK",2/28/2014,NYK,A,W,23,16,3,1:39,15.8,0,2,24.3,3,missed,"Chandler, Tyson",5.1
"FEB 28, 2014 - GSW @ NYK",2/28/2014,NYK,A,W,23,17,3,0:13,5.5,0,0.7,20.8,2,made,"Hardaway Jr., Tim",4.5
"MAR 02, 2014 - GSW @ TOR",3/2/2014,TOR,A,L,-6,1,1,10:32,13.3,1,1.3,10.1,2,made,"Johnson, Amir",3.2
"MAR 02, 2014 - GSW @ TOR",3/2/2014,TOR,A,L,-6,2,1,9:34,12.7,0,0.9,25.5,3,missed,"Fields, Landry",4.9
"MAR 02, 2014 - GSW @ TOR",3/2/2014,TOR,A,L,-6,3,1,7:50,13.7,0,0.6,18.1,2,missed,"Fields, Landry",4
"MAR 02, 2014 - GSW @ TOR",3/2/2014,TOR,A,L,-6,4,1,6:11,17.5,0,1.1,11.5,2,missed,"Lowry, Kyle",1.9
"MAR 02, 2014 - GSW @ TOR",3/2/2014,TOR,A,L,-6,5,1,4:43,12.6,1,1.7,4.5,2,made,"Johnson, Amir",4.2
"MAR 02, 2014 - GSW @ TOR",3/2/2014,TOR,A,L,-6,6,2,2:34,9.8,2,4.3,16.1,2,missed,"Lowry, Kyle",3.7
"MAR 02, 2014 - GSW @ TOR",3/2/2014,TOR,A,L,-6,7,2,2:25,17.3,0,1.6,8.1,2,missed,"Valanciunas, Jonas",2
"MAR 02, 2014 - GSW @ TOR",3/2/2014,TOR,A,L,-6,8,3,10:44,15.3,0,0.7,25.4,3,made,"Fields, Landry",4.8
"MAR 02, 2014 - GSW @ TOR",3/2/2014,TOR,A,L,-6,9,3,8:24,19.1,0,0.8,25,3,missed,"Lowry, Kyle",3.2
