game,date,opponent,loc,win_loss,final_margin,shot_no,period,game_clock,shot_clock,dribbles,touch_time,shot_dist,pts_type,shot_result,defender,defender_dist
"JAN 05, 2014 - GSW @ WAS",1/5/2014,WAS,A,W,16,12,3,5:41,21.3,0,0.7,25.1,3,missed,"Vesely, Jan",8
"JAN 05, 2014 - GSW @ WAS",1/5/2014,WAS,A,W,16,13,4,7:09,16,0,0.8,26.7,3,made,Nene,7.6
"JAN 05, 2014 - GSW @ WAS",1/5/2014,WAS,A,W,16,14,4,4:13,11,3,3.8,17.7,2,made,"Booker, Trevor",4.7
"JAN 07, 2014 - GSW @ MIL",1/7/2014,MIL,A,W,21,1,1,11:25,10,0,0.8,19.9,2,missed,"Knight, Brandon",2.2
"JAN 07, 2014 - GSW @ MIL",1/7/2014,MIL,A,W,21,2,1,10:00,18,0,0.7,24.2,3,missed,"Knight, Brandon",4.2
"JAN 07, 2014 - GSW @ MIL",1/7/2014,MIL,A,W,21,3,1,8:38,13,0,0.5,8.7,2,missed,"Knight, Brandon",2.6
"JAN 07, 2014 - GSW @ MIL",1/7/2014,MIL,A,W,21,4,1,8:32,21.1,0,0.5,2.2,2,made,"Ilyasova, Ersan",5.5
"JAN 07, 2014 - GSW @ MIL",1/7/2014,MIL,A,W,21,5,1,7:42,10,1,3.3,11.2,2,made,"Knight, Brandon",0.7
"JAN 07, 2014 - GSW @ MIL",1/7/2014,MIL,A,W,21,6,1,6:56,7.9,0,1,18.7,2,made,"Knight, Brandon",2.2
"JAN 07, 2014 - GSW @ MIL",1/7/2014,MIL,A,W,21,7,1,5:58,13,3,3.5,8.7,2,missed,"Ilyasova, Ersan",2.9
"JAN 07, 2014 - GSW @ MIL",1/7/2014,MIL,A,W,21,8,2,5:50,5.5,0,0.6,24.5,3,missed,"Middleton, Khris",3.9
"JAN 07, 2014 - GSW @ MIL",1/7/2014,MIL,A,W,21,9,3,11:41,5.3,4,3.3,18.8,2,made,"Knight, Brandon",3.7
"JAN 07, 2014 - GSW @ MIL",1/7/2014,MIL,A,W,21,10,3,11:10,9.9,2,4.7,14.2,2,missed,"Ridnour, Luke",2
"JAN 07, 2014 - GSW @ MIL",1/7/2014,MIL,A,W,21,11,3,9:19,14.1,0,1.4,14.2,2,made,"Knight, Brandon",3.4
"JAN 07, 2014 - GSW @ MIL",1/7/2014,MIL,A,W,21,12,3,4:37,12.9,1,2.2,4.3,2,missed,"Knight, Brandon",4.5
"JAN 07, 2014 - GSW @ MIL",1/7/2014,MIL,A,W,21,13,3,4:11,17.1,0,0.9,23.2,3,missed,"Udoh, Ekpe",14.8
"JAN 07, 2014 - GSW @ MIL",1/7/2014,MIL,A,W,21,14,3,2:49,4,0,0.6,22.4,3,missed,"Udoh, Ekpe",5.1
"JAN 07, 2014 - GSW @ MIL",1/7/2014,MIL,A,W,21,15,3,0:09,5.2,0,0.7,25.3,3,missed,"Knight, Brandon",3.6
"JAN 07, 2014 - GSW @ MIL",1/7/2014,MIL,A,W,21,16,4,6:26,12.4,0,0.7,18.2,2,missed,"Mayo, O.J.",8.1
"JAN 07, 2014 - GSW @ MIL",1/7/2014,MIL,A,W,21,17,4,4:25,13,0,0.9,25.9,3,made,"Knight, Brandon",4.3
"JAN 07, 2014 - GSW @ MIL",1/7/2014,MIL,A,W,21,18,4,3:21,13.2,3,2.8,11.2,2,missed,"Antetokounmpo, Giannis",4.9
"JAN 08, 2014 - GSW @ BKN",1/8/2014,BKN,A,L,-4,1,1,10:50,11.7,2,3.4,15.5,2,missed,"Pierce, Paul",5.1
"JAN 08, 2014 - GSW @ BKN",1/8/2014,BKN,A,L,-4,2,1,9:53,17.8,0,1,20.1,2,made,"Garnett, Kevin",5.2
"JAN 08, 2014 - GSW @ BKN",1/8/2014,BKN,A,L,-4,3,1,8:07,18.7,0,0.6,23,3,made,"Livingston, Shaun",4.7
"JAN 08, 2014 - GSW @ BKN",1/8/2014,BKN,A,L,-4,4,1,6:57,6.8,4,4.1,5.5,2,missed,"Livingston, Shaun",1.4
"JAN 08, 2014 - GSW @ BKN",1/8/2014,BKN,A,L,-4,5,1,6:23,9,0,0.7,24.1,3,made,"Livingston, Shaun",6
"JAN 08, 2014 - GSW @ BKN",1/8/2014,BKN,A,L,-4,6,1,5:32,19.8,0,0.6,25.4,3,missed,"Livingston, Shaun",3.9
"JAN 08, 2014 - GSW @ BKN",1/8/2014,BKN,A,L,-4,7,2,6:12,9.7,0,0.8,23.3,3,missed,"Teletovic, Mirza",7.1
"JAN 08, 2014 - GSW @ BKN",1/8/2014,BKN,A,L,-4,8,3,11:22,18.5,0,0.7,23.2,3,missed,"Pierce, Paul",4.6
"JAN 08, 2014 - GSW @ BKN",1/8/2014,BKN,A,L,-4,9,3,8:45,16.9,0,0.7,24.5,3,missed,"Livingston, Shaun",2.8
"JAN 08, 2014 - GSW @ BKN",1/8/2014,BKN,A,L,-4,10,3,7:02,7,0,3.1,2.9,2,missed,"Blatche, Andray",1.4
"JAN 08, 2014 - GSW @ BKN",1/8/2014,BKN,A,L,-4,11,3,6:37,18,0,0.7,25.1,3,made,"Livingston, Shaun",4.4
"JAN 08, 2014 - GSW @ BKN",1/8/2014,BKN,A,L,-4,12,4,4:09,6.1,1,1.3,27,3,made,"Pierce, Paul",5.1
"JAN 08, 2014 - GSW @ BKN",1/8/2014,BKN,A,L,-4,13,4,3:23,3.4,9,7.8,11.1,2,missed,"Pierce, Paul",3.1
"JAN 08, 2014 - GSW @ BKN",1/8/2014,BKN,A,L,-4,14,4,2:11,10.9,0,0.6,25.2,3,missed,"Teletovic, Mirza",4.1
"JAN 08, 2014 - GSW @ BKN",1/8/2014,BKN,A,L,-4,15,4,1:01,13.2,0,0.6,23.2,3,missed,"Blatche, Andray",8.2
"JAN 10, 2014 - GSW vs. BOS",1/10/2014,BOS,H,W,2,1,1,10:49,9.4,1,1.3,5.6,2,made,"Humphries, Kris",4.4
"JAN 10, 2014 - GSW vs. BOS",1/10/2014,BOS,H,W,2,2,1,8:03,8.7,0,1.1,15.9,2,missed,"Crawford, Jordan",2.8
"JAN 10, 2014 - GSW vs. BOS",1/10/2014,BOS,H,W,2,3,1,5:52,16.9,2,2.7,15.8,2,missed,"Bass, Brandon",4
"JAN 10, 2014 - GSW vs. BOS",1/10/2014,BOS,H,W,2,4,1,4:36,9,3,5.6,4.3,2,missed,"Crawford, Jordan",2
"JAN 10, 2014 - GSW vs. BOS",1/10/2014,BOS,H,W,2,5,1,3:38,17,3,4.1,16.5,2,missed,"Crawford, Jordan",2.2
"JAN 10, 2014 - GSW vs. BOS",1/10/2014,BOS,H,W,2,6,1,0:31,21.1,0,0.7,24.9,3,missed,"Crawford, Jordan",4.7
"JAN 10, 2014 - GSW vs. BOS",1/10/2014,BOS,H,W,2,7,2,6:49,10.7,0,0.7,25.3,3,missed,"Bradley, Avery",5.1
"JAN 10, 2014 - GSW vs. BOS",1/10/2014,BOS,H,W,2,8,2,2:42,14.8,2,1.8,21,2,missed,"Wallace, Gerald",3.1
"JAN 10, 2014 - GSW vs. BOS",1/10/2014,BOS,H,W,2,9,2,2:05,19.1,0,1,23.5,3,made,"Green, Jeff",9.1
"JAN 10, 2014 - GSW vs. BOS",1/10/2014,BOS,H,W,2,10,2,1:19,19.8,0,0.9,24.8,3,missed,"Green, Jeff",8
"JAN 10, 2014 - GSW vs. BOS",1/10/2014,BOS,H,W,2,11,2,0:21,,0,0.7,25.1,3,made,"Crawford, Jordan",8.2
"JAN 10, 2014 - GSW vs. BOS",1/10/2014,BOS,H,W,2,12,3,11:28,11.2,0,0.7,18.5,2,made,"Crawford, Jordan",4.4
"JAN 10, 2014 - GSW vs. BOS",1/10/2014,BOS,H,W,2,13,3,8:14,18.3,1,1.5,2,2,missed,"Sullinger, Jared",0.6
"JAN 10, 2014 - GSW vs. BOS",1/10/2014,BOS,H,W,2,14,3,4:21,8.9,0,0.5,18.9,2,missed,"Green, Jeff",5.2
"JAN 10, 2014 - GSW vs. BOS",1/10/2014,BOS,H,W,2,15,4,8:18,10.9,0,0.6,18.7,2,missed,"Crawford, Jordan",4.8
"JAN 10, 2014 - GSW vs. BOS",1/10/2014,BOS,H,W,2,16,4,6:42,11.8,0,0.7,22.3,3,made,"Crawford, Jordan",4.2
"JAN 10, 2014 - GSW vs. BOS",1/10/2014,BOS,H,W,2,17,4,6:04,12.8,0,0.8,24.3,3,missed,"Bradley, Avery",10.1
"JAN 15, 2014 - GSW vs. DEN",1/15/2014,DEN,H,L,-7,1,1,11:48,13.1,0,0.7,24,3,made,"Foye, Randy",6
"JAN 15, 2014 - GSW vs. DEN",1/15/2014,DEN,H,L,-7,2,1,10:41,12.3,3,4,8.9,2,made,"Lawson, Ty",2.4
"JAN 15, 2014 - GSW vs. DEN",1/15/2014,DEN,H,L,-7,3,1,7:32,16.5,0,0.6,22.9,3,missed,"Foye, Randy",4.4
"JAN 15, 2014 - GSW vs. DEN",1/15/2014,DEN,H,L,-7,4,1,2:28,13.9,3,3.9,9.3,2,made,"Foye, Randy",1.9
"JAN 15, 2014 - GSW vs. DEN",1/15/2014,DEN,H,L,-7,5,1,1:33,10.2,1,1.1,14.6,2,made,"Fournier, Evan",3
"JAN 15, 2014 - GSW vs. DEN",1/15/2014,DEN,H,L,-7,6,1,0:51,10.5,0,1.4,24.9,3,missed,"Chandler, Wilson",17
"JAN 15, 2014 - GSW vs. DEN",1/15/2014,DEN,H,L,-7,7,1,0:19,6.2,3,6.7,7.6,2,missed,"Lawson, Ty",1.2
"JAN 15, 2014 - GSW vs. DEN",1/15/2014,DEN,H,L,-7,8,2,5:07,13.4,2,1.8,12.3,2,made,"Foye, Randy",4.3
"JAN 15, 2014 - GSW vs. DEN",1/15/2014,DEN,H,L,-7,9,2,4:28,8,0,0.6,19.7,2,missed,"Chandler, Wilson",5.3
"JAN 15, 2014 - GSW vs. DEN",1/15/2014,DEN,H,L,-7,10,2,2:57,12.1,3,2.6,19,2,made,"Mozgov, Timofey",5.7
"JAN 15, 2014 - GSW vs. DEN",1/15/2014,DEN,H,L,-7,11,2,0:03,,3,4.4,13.9,2,made,"Lawson, Ty",1.9
"JAN 15, 2014 - GSW vs. DEN",1/15/2014,DEN,H,L,-7,12,3,10:48,16.9,3,3.1,15.9,2,missed,"Faried, Kenneth",3.6
"JAN 15, 2014 - GSW vs. DEN",1/15/2014,DEN,H,L,-7,13,3,9:16,10.9,0,0.7,24.2,3,missed,"Foye, Randy",4.8
"JAN 15, 2014 - GSW vs. DEN",1/15/2014,DEN,H,L,-7,14,3,6:43,5.7,1,1.9,13.7,2,missed,"Foye, Randy",1.2
"JAN 15, 2014 - GSW vs. DEN",1/15/2014,DEN,H,L,-7,15,3,1:36,10.2,0,0.6,16.7,2,missed,"Fournier, Evan",2.7
"JAN 15, 2014 - GSW vs. DEN",1/15/2014,DEN,H,L,-7,16,3,0:32,17.9,1,3.2,9.5,2,missed,"Fournier, Evan",3.4
"JAN 15, 2014 - GSW vs. DEN",1/15/2014,DEN,H,L,-7,17,4,5:51,13.2,0,0.7,21.9,3,missed,"Foye, Randy",7.1
"JAN 15, 2014 - GSW vs. DEN",1/15/2014,DEN,H,L,-7,18,4,5:19,14.1,3,3.7,15.8,2,made,"Lawson, Ty",4.1
"JAN 15, 2014 - GSW vs. DEN",1/15/2014,DEN,H,L,-7,19,4,2:46,14,2,3.3,13.1,2,made,"Lawson, Ty",3
"JAN 17, 2014 - GSW @ OKC",1/17/2014,OKC,A,L,-6,1,1,11:24,11.3,0,0.8,24.8,3,missed,"Sefolosha, Thabo",5.6
"JAN 17, 2014 - GSW @ OKC",1/17/2014,OKC,A,L,-6,2,1,7:27,21.7,0,2.8,2.8,2,missed,"Jackson, Reggie",5.8
"JAN 17, 2014 - GSW @ OKC",1/17/2014,OKC,A,L,-6,3,1,6:58,9.6,0,0.9,24.7,3,made,"Durant, Kevin",4.6
"JAN 17, 2014 - GSW @ OKC",1/17/2014,OKC,A,L,-6,4,1,5:19,17.8,0,0.5,22.5,3,made,"Sefolosha, Thabo",4.9
"JAN 17, 2014 - GSW @ OKC",1/17/2014,OKC,A,L,-6,5,1,1:42,14.9,0,0.8,21.3,2,missed,"Lamb, Jeremy",3.7
"JAN 17, 2014 - GSW @ OKC",1/17/2014,OKC,A,L,-6,6,1,1:01,10.7,0,0.8,22.1,3,made,"Lamb, Jeremy",2.3
"JAN 17, 2014 - GSW @ OKC",1/17/2014,OKC,A,L,-6,7,1,0:11,6,2,1.8,12.6,2,made,"Lamb, Jeremy",3.6
"JAN 17, 2014 - GSW @ OKC",1/17/2014,OKC,A,L,-6,8,2,7:54,22.4,0,0.8,25.2,3,missed,"Lamb, Jeremy",3
"JAN 17, 2014 - GSW @ OKC",1/17/2014,OKC,A,L,-6,9,2,7:02,16.4,1,2.1,14.7,2,made,"Collison, Nick",7.2
"JAN 17, 2014 - GSW @ OKC",1/17/2014,OKC,A,L,-6,10,2,6:22,23.3,0,-0.1,24.9,3,made,"Lamb, Jeremy",8.9
"JAN 17, 2014 - GSW @ OKC",1/17/2014,OKC,A,L,-6,11,2,4:00,19.8,0,0.7,24.7,3,made,"Lamb, Jeremy",9.6
"JAN 17, 2014 - GSW @ OKC",1/17/2014,OKC,A,L,-6,12,2,2:48,11,3,3.2,2.1,2,missed,"Ibaka, Serge",1.7
"JAN 17, 2014 - GSW @ OKC",1/17/2014,OKC,A,L,-6,13,3,6:49,3,1,1.9,18.1,2,missed,"Sefolosha, Thabo",3
"JAN 17, 2014 - GSW @ OKC",1/17/2014,OKC,A,L,-6,14,3,4:27,4.1,1,2.5,11.2,2,missed,"Perkins, Kendrick",4.6
"JAN 17, 2014 - GSW @ OKC",1/17/2014,OKC,A,L,-6,15,3,4:19,18.4,1,1.5,25.3,3,made,"Sefolosha, Thabo",3.1
"JAN 17, 2014 - GSW @ OKC",1/17/2014,OKC,A,L,-6,16,4,10:41,7.6,0,0.7,11.8,2,made,"Fisher, Derek",2.2
"JAN 17, 2014 - GSW @ OKC",1/17/2014,OKC,A,L,-6,17,4,7:29,14.4,0,0.7,24,3,missed,"Lamb, Jeremy",3.7
"JAN 18, 2014 - GSW @ NOP",1/18/2014,NOP,A,W,10,1,1,11:07,14.9,0,1.3,3.7,2,missed,"Stiemsma, Greg",1.8
"JAN 18, 2014 - GSW @ NOP",1/18/2014,NOP,A,W,10,2,1,10:18,8,0,0.7,25.3,3,missed,"Aminu, Al-Farouq",4.8
"JAN 18, 2014 - GSW @ NOP",1/18/2014,NOP,A,W,10,3,1,9:18,5.4,0,0.9,24.5,3,missed,"Roberts, Brian",6.9
"JAN 18, 2014 - GSW @ NOP",1/18/2014,NOP,A,W,10,4,1,9:12,21.3,0,1,24.1,3,made,"Roberts, Brian",1.9
"JAN 18, 2014 - GSW @ NOP",1/18/2014,NOP,A,W,10,5,1,7:52,11,0,0.7,23.8,3,missed,"Aminu, Al-Farouq",5.6
"JAN 18, 2014 - GSW @ NOP",1/18/2014,NOP,A,W,10,6,2,8:31,11.2,3,4.8,10.4,2,missed,"Aminu, Al-Farouq",3.3
"JAN 18, 2014 - GSW @ NOP",1/18/2014,NOP,A,W,10,7,2,3:40,13.6,1,2,18.7,2,missed,"Roberts, Brian",3.6
"JAN 18, 2014 - GSW @ NOP",1/18/2014,NOP,A,W,10,8,2,3:17,12.4,2,2.6,10.6,2,made,"Roberts, Brian",2.1
"JAN 18, 2014 - GSW @ NOP",1/18/2014,NOP,A,W,10,9,3,11:39,21.5,0,0.6,25.5,3,missed,"Stiemsma, Greg",5.9
"JAN 18, 2014 - GSW @ NOP",1/18/2014,NOP,A,W,10,10,3,9:44,12,4,4.3,20.6,2,missed,"Aminu, Al-Farouq",2.4
"JAN 18, 2014 - GSW @ NOP",1/18/2014,NOP,A,W,10,11,3,5:12,12,1,1.5,13.3,2,missed,"Evans, Tyreke",3.7
"JAN 18, 2014 - GSW @ NOP",1/18/2014,NOP,A,W,10,12,3,3:18,19.5,0,0.8,25.5,3,made,"Aminu, Al-Farouq",5.5
"JAN 18, 2014 - GSW @ NOP",1/18/2014,NOP,A,W,10,13,4,5:19,11.3,0,4.1,17.9,2,missed,"Roberts, Brian",4.1
"JAN 18, 2014 - GSW @ NOP",1/18/2014,NOP,A,W,10,14,4,3:04,15.3,0,0.6,25.5,3,missed,"Roberts, Brian",5.3
"JAN 20, 2014 - GSW vs. IND",1/20/2014,IND,H,L,-8,1,1,11:10,11,0,0.8,25.1,3,made,"Stephenson, Lance",4
"JAN 20, 2014 - GSW vs. IND",1/20/2014,IND,H,L,-8,3,1,8:05,13.8,0,0.8,25.6,3,made,"Stephenson, Lance",6.1
"JAN 20, 2014 - GSW vs. IND",1/20/2014,IND,H,L,-8,4,1,6:03,21,2,2.1,26,3,missed,"Stephenson, Lance",1.8
"JAN 20, 2014 - GSW vs. IND",1/20/2014,IND,H,L,-8,5,2,6:14,8.1,2,2.8,24.4,3,missed,"Granger, Danny",9.1
"JAN 20, 2014 - GSW vs. IND",1/20/2014,IND,H,L,-8,6,2,2:13,12.7,0,0.6,16.9,2,missed,"George, Paul",2.9
"JAN 20, 2014 - GSW vs. IND",1/20/2014,IND,H,L,-8,7,3,11:32,15.1,0,0.5,17.7,2,missed,"Stephenson, Lance",2.5
"JAN 20, 2014 - GSW vs. IND",1/20/2014,IND,H,L,-8,8,3,9:35,16.3,0,0.9,24.3,3,made,"Hill, George",4.8
"JAN 20, 2014 - GSW vs. IND",1/20/2014,IND,H,L,-8,9,3,6:40,24,0,9,20.2,3,missed,"George, Paul",9.2
"JAN 20, 2014 - GSW vs. IND",1/20/2014,IND,H,L,-8,10,3,4:08,10.9,0,0.6,25,3,missed,"George, Paul",5.3
"JAN 20, 2014 - GSW vs. IND",1/20/2014,IND,H,L,-8,11,4,5:24,9.8,0,0.7,25.5,3,made,"George, Paul",5.8
"JAN 20, 2014 - GSW vs. IND",1/20/2014,IND,H,L,-8,12,4,2:07,10,0,0,25,3,made,"Hill, George",4.2
"JAN 20, 2014 - GSW vs. IND",1/20/2014,IND,H,L,-8,13,4,0:10,,0,0.9,25.3,3,missed,"Hibbert, Roy",5.3
"JAN 24, 2014 - GSW vs. MIN",1/24/2014,MIN,H,L,-1,1,1,10:03,21.7,0,1,25.4,3,missed,"Brewer, Corey",6.9
"JAN 24, 2014 - GSW vs. MIN",1/24/2014,MIN,H,L,-1,2,1,8:42,13.4,2,2.2,11,2,made,"Brewer, Corey",3.8
"JAN 24, 2014 - GSW vs. MIN",1/24/2014,MIN,H,L,-1,3,1,0:55,11.9,0,0,24.7,3,made,"Shved, Alexey",5.4
"JAN 24, 2014 - GSW vs. MIN",1/24/2014,MIN,H,L,-1,4,2,11:03,8,1,4.9,3,2,missed,"Shved, Alexey",1.5
"JAN 24, 2014 - GSW vs. MIN",1/24/2014,MIN,H,L,-1,5,2,10:40,10.1,5,6,13.5,2,made,"Barea, Jose Juan",5.4
"JAN 24, 2014 - GSW vs. MIN",1/24/2014,MIN,H,L,-1,6,2,6:03,9,0,0.8,24.4,3,missed,"Rubio, Ricky",4.5
"JAN 24, 2014 - GSW vs. MIN",1/24/2014,MIN,H,L,-1,7,2,5:25,7.1,0,1,24.7,3,made,"Cunningham, Dante",7.8
"JAN 24, 2014 - GSW vs. MIN",1/24/2014,MIN,H,L,-1,8,2,4:09,7.3,0,0.7,19.4,2,missed,"Brewer, Corey",2.1
"JAN 24, 2014 - GSW vs. MIN",1/24/2014,MIN,H,L,-1,9,2,2:44,6.7,6,6.8,4,2,made,"Love, Kevin",0.8
"JAN 24, 2014 - GSW vs. MIN",1/24/2014,MIN,H,L,-1,10,2,2:09,11.3,0,0.6,17.7,2,made,"Brewer, Corey",4.8
"JAN 24, 2014 - GSW vs. MIN",1/24/2014,MIN,H,L,-1,11,2,1:14,8.6,3,3,12,2,made,"Martin, Kevin",4.9
"JAN 24, 2014 - GSW vs. MIN",1/24/2014,MIN,H,L,-1,12,3,10:24,7.6,0,0.8,22.1,2,missed,"Martin, Kevin",3.6
"JAN 24, 2014 - GSW vs. MIN",1/24/2014,MIN,H,L,-1,13,4,11:01,10.2,0,0.7,18.7,2,made,"Shved, Alexey",3.4
"JAN 24, 2014 - GSW vs. MIN",1/24/2014,MIN,H,L,-1,14,4,4:27,13.5,2,2.2,13,2,missed,"Brewer, Corey",4.1
"JAN 26, 2014 - GSW vs. POR",1/26/2014,POR,H,W,15,1,1,10:19,12,0,0,17.9,2,made,"Matthews, Wesley",3.4
"JAN 26, 2014 - GSW vs. POR",1/26/2014,POR,H,W,15,2,1,9:04,19.1,0,0,24.6,3,made,"Matthews, Wesley",7.9
"JAN 26, 2014 - GSW vs. POR",1/26/2014,POR,H,W,15,3,1,8:07,13.8,1,1.7,20.4,2,missed,"Matthews, Wesley",1.5
"JAN 26, 2014 - GSW vs. POR",1/26/2014,POR,H,W,15,4,1,5:51,16.4,2,2.3,13.3,2,missed,"Matthews, Wesley",3.5
"JAN 26, 2014 - GSW vs. POR",1/26/2014,POR,H,W,15,5,1,4:54,13.4,0,0.7,24.4,3,made,"Matthews, Wesley",2.9
"JAN 26, 2014 - GSW vs. POR",1/26/2014,POR,H,W,15,6,2,11:01,8.6,4,5.4,6.1,2,missed,"Williams, Mo",4.9
"JAN 26, 2014 - GSW vs. POR",1/26/2014,POR,H,W,15,7,2,9:31,8.4,2,2.4,19.3,2,missed,"McCollum, CJ",3.7
"JAN 26, 2014 - GSW vs. POR",1/26/2014,POR,H,W,15,8,2,8:53,5,1,1.8,9.6,2,missed,"McCollum, CJ",4.3
"JAN 26, 2014 - GSW vs. POR",1/26/2014,POR,H,W,15,9,2,7:29,5.5,0,0.7,16.8,2,missed,"McCollum, CJ",2.4
"JAN 26, 2014 - GSW vs. POR",1/26/2014,POR,H,W,15,10,2,4:13,12.7,0,0.8,24.4,3,missed,"Lillard, Damian",5.1
"JAN 26, 2014 - GSW vs. POR",1/26/2014,POR,H,W,15,11,2,3:17,8.7,4,3.4,16.4,2,made,"Lillard, Damian",3.4
"JAN 26, 2014 - GSW vs. POR",1/26/2014,POR,H,W,15,12,2,2:39,15.3,0,0.8,26.2,3,missed,"Batum, Nicolas",3
"JAN 26, 2014 - GSW vs. POR",1/26/2014,POR,H,W,15,13,3,8:11,19.3,1,3,4.6,2,missed,"Batum, Nicolas",4
"JAN 26, 2014 - GSW vs. POR",1/26/2014,POR,H,W,15,14,3,7:10,22.2,0,0.9,24.8,3,missed,"Batum, Nicolas",5.2
"JAN 26, 2014 - GSW vs. POR",1/26/2014,POR,H,W,15,15,3,5:29,2.1,1,3.5,15.7,2,made,"Lillard, Damian",3.6
"JAN 26, 2014 - GSW vs. POR",1/26/2014,POR,H,W,15,16,3,5:06,20.3,0,0.8,23.1,3,missed,"Williams, Mo",6.9
"JAN 26, 2014 - GSW vs. POR",1/26/2014,POR,H,W,15,17,4,11:08,3.9,7,6,8.6,2,missed,"McCollum, CJ",2.9
"JAN 26, 2014 - GSW vs. POR",1/26/2014,POR,H,W,15,18,4,10:39,10,0,0.6,13.7,2,made,"McCollum, CJ",1.1
"JAN 26, 2014 - GSW vs. POR",1/26/2014,POR,H,W,15,19,4,5:29,18,0,0.6,23.5,3,missed,"McCollum, CJ",3.8
"JAN 26, 2014 - GSW vs. POR",1/26/2014,POR,H,W,15,20,4,3:51,10.2,0,0.7,25,3,missed,"McCollum, CJ",3.5
"JAN 26, 2014 - GSW vs. POR",1/26/2014,POR,H,W,15,21,4,3:04,11.5,0,1,22.4,3,missed,"McCollum, CJ",5.4
"JAN 28, 2014 - GSW vs. WAS",1/28/2014,WAS,H,L,-3,1,1,8:58,20.6,4,4,24.4,3,missed,"Beal, Bradley",4.7
"JAN 28, 2014 - GSW vs. WAS",1/28/2014,WAS,H,L,-3,2,1,7:35,16,0,0.9,24.3,3,missed,"Beal, Bradley",6.2
"JAN 28, 2014 - GSW vs. WAS",1/28/2014,WAS,H,L,-3,3,1,7:18,13,0,0.8,23.1,3,missed,"Wall, John",5.6
"JAN 28, 2014 - GSW vs. WAS",1/28/2014,WAS,H,L,-3,4,1,6:53,13.2,1,1.7,19.5,2,missed,"Beal, Bradley",2.8
"JAN 28, 2014 - GSW vs. WAS",1/28/2014,WAS,H,L,-3,5,2,11:16,9,0,0.8,25.3,3,made,"Beal, Bradley",5
"JAN 28, 2014 - GSW vs. WAS",1/28/2014,WAS,H,L,-3,6,2,5:12,8.4,0,0.8,26,3,missed,"Wall, John",5.4
"JAN 28, 2014 - GSW vs. WAS",1/28/2014,WAS,H,L,-3,7,2,4:23,8,1,1.7,20.2,2,made,"Webster, Martell",2.4
"JAN 28, 2014 - GSW vs. WAS",1/28/2014,WAS,H,L,-3,8,2,1:45,7.9,0,0.8,22.7,3,made,"Beal, Bradley",3.7
"JAN 28, 2014 - GSW vs. WAS",1/28/2014,WAS,H,L,-3,9,3,9:10,6.8,0,0.6,23,3,missed,"Beal, Bradley",4.1
"JAN 28, 2014 - GSW vs. WAS",1/28/2014,WAS,H,L,-3,10,3,7:48,12.8,1,1.9,18.3,2,missed,"Beal, Bradley",3.1
"JAN 28, 2014 - GSW vs. WAS",1/28/2014,WAS,H,L,-3,11,3,7:28,15.8,1,2.5,20.1,2,missed,"Beal, Bradley",4.5
"JAN 28, 2014 - GSW vs. WAS",1/28/2014,WAS,H,L,-3,12,3,3:35,16,1,2.1,14.2,2,missed,"Ariza, Trevor",3.4
"JAN 28, 2014 - GSW vs. WAS",1/28/2014,WAS,H,L,-3,13,3,3:15,17.7,6,6.7,24.4,3,missed,"Wall, John",10.3
"JAN 28, 2014 - GSW vs. WAS",1/28/2014,WAS,H,L,-3,14,4,7:13,20.4,2,4.1,4.5,2,made,"Booker, Trevor",2.3
"JAN 28, 2014 - GSW vs. WAS",1/28/2014,WAS,H,L,-3,15,4,6:40,16.3,0,0.7,24.5,3,made,"Webster, Martell",8.3
"JAN 28, 2014 - GSW vs. WAS",1/28/2014,WAS,H,L,-3,16,4,2:05,14.2,1,1.3,21,2,missed,"Beal, Bradley",5.3
"JAN 28, 2014 - GSW vs. WAS",1/28/2014,WAS,H,L,-3,17,4,1:56,18.5,0,0.5,14.9,2,missed,"Booker, Trevor",6.8
"JAN 30, 2014 - GSW vs. LAC",1/30/2014,LAC,H,W,19,1,1,9:49,13,0,10.6,23,3,missed,"Redick, JJ",5.9
"JAN 30, 2014 - GSW vs. LAC",1/30/2014,LAC,H,W,19,2,1,7:55,12.2,1,2.6,8.8,2,missed,"Jordan, DeAndre",4.9
"JAN 30, 2014 - GSW vs. LAC",1/30/2014,LAC,H,W,19,3,1,6:06,9.3,0,0.6,18,2,missed,"Redick, JJ",2.4
"JAN 30, 2014 - GSW vs. LAC",1/30/2014,LAC,H,W,19,4,2,10:36,8.6,0,0.5,17.5,2,made,"Green, Willie",2.8
"JAN 30, 2014 - GSW vs. LAC",1/30/2014,LAC,H,W,19,5,2,9:56,15,2,3.6,3.7,2,made,"Crawford, Jamal",7.9
"JAN 30, 2014 - GSW vs. LAC",1/30/2014,LAC,H,W,19,6,2,1:53,8.6,2,3,12,2,made,"Redick, JJ",4.2
"JAN 30, 2014 - GSW vs. LAC",1/30/2014,LAC,H,W,19,7,3,10:50,5,3,3.5,1.5,2,missed,"Jordan, DeAndre",2.4
"JAN 30, 2014 - GSW vs. LAC",1/30/2014,LAC,H,W,19,8,3,9:05,10.1,3,3.6,15.2,2,missed,"Collison, Darren",3.5
"JAN 30, 2014 - GSW vs. LAC",1/30/2014,LAC,H,W,19,9,3,6:58,19.2,0,0.7,26.3,3,made,"Barnes, Matt",5.3
"JAN 30, 2014 - GSW vs. LAC",1/30/2014,LAC,H,W,19,10,3,5:17,5.9,0,0.8,22.5,3,missed,"Jordan, DeAndre",6.8
